ENTRY            F0524   20140310                             F054F052400000001 
SUBENT        F0524001   20140310                             F054F052400100001 
BIB                 11         28                                 F052400100002 
INSTITUTE  (4RUSEPA)                                              F052400100003 
REFERENCE  (J,IZV,64,440,2000)                                    F052400100004 
           (J,BAS,64,352,2000)  Engl. transl. of IZV,64,440       F052400100005 
           (C,2001SAROV,,186,2001) Two last Subents were derived. F052400100006 
AUTHOR     (L.N.Generalov,S.N.Abramovich,A.G.Zvenigorodskii)      F052400100007 
TITLE      9Be(d,p0,1) and 9Be(d,t0) reaction cross sections.     F052400100008 
FACILITY   (VDGT,4RUSEPA)                                         F052400100009 
SAMPLE     Two targets (40 and 267 mu-g/cm2 thick) of 9Be         F052400100010 
            evaporated onto thin (30 mu-g/cm2 thick)              F052400100011 
            poly-n-xylilene C8H8 backing.                         F052400100012 
           In additional experiments poly-n-xylilene C8H8 backing F052400100013 
            and Al2O3 backing were used as targets.               F052400100014 
DETECTOR   (TELES,SOLST,SOLST) Ten silicon diffusion-drift        F052400100015 
            detectors on the movable table.                       F052400100016 
           Monitor detector fixed at 20 degr.                     F052400100017 
ERR-ANALYS (ERR-SYS)   Systematic error                           F052400100018 
           (ERR-S)     Statistical error                          F052400100019 
REL-REF    (M,,S.Abramovich+,J,IZV,57,173,1993) Experim. method.  F052400100020 
STATUS     (APRVD)  Approved by Generalov L.N.                    F052400100021 
HISTORY    (20010205C)                                            F052400100022 
           (20030505A) Changed headings in sub.002,004,006, added F052400100023 
            reference and subents 007,008.                        F052400100024 
           (20040714C) Data error headings updated.               F052400100025 
           (20060828A) Common headings in sub007 updated. Sub009  F052400100026 
           was added.                                             F052400100027 
           (20090626) Error designations were changed. Energy     F052400100028 
           values in sub 9 were corrected.                        F052400100029 
           (20140310U) SD: Ref. on Engl.transl. added.            F052400100030 
ENDBIB              28          0                                 F052400100031 
COMMON               1          3                                 F052400100032 
ERR-SYS                                                           F052400100033 
PER-CENT                                                          F052400100034 
  3.0                                                             F052400100035 
ENDCOMMON            3          0                                 F052400100036 
ENDSUBENT           35          0                                 F052400199999 
SUBENT        F0524002   20090626                             F036F052400200001 
BIB                  2          2                                 F052400200002 
REACTION   (4-BE-9(D,P)4-BE-10,PAR,DA)                            F052400200003 
EN-SEC     (E-LVL,4-BE-10)                                        F052400200004 
ENDBIB               2          0                                 F052400200005 
NOCOMMON             0          0                                 F052400200006 
DATA                 5        760                                 F052400200007 
EN         E-LVL      ANG-CM     DATA-CM    ERR-S                 F052400200008 
      6.179      6.263         5.       35.8       3.84        7.3F052400900309 
      6.179      6.263         5.       47.4       5.97       13.1F052400900310 
      6.179      6.263         5.       58.9       6.51        7.2F052400900311 
      6.179      6.263         5.       64.5       4.99        7.3F052400900312 
      6.179      6.263         5.       86.2       1.81        7.2F052400900313 
      6.179      6.263         5.       91.4       1.87        6.9F052400900314 
      6.179      6.263         5.      101.6       1.43         7.F052400900315 
      6.179      6.263         5.      106.6       1.14        7.4F052400900316 
      6.179      6.263         5.      111.4        1.1        8.4F052400900317 
      6.179      6.263         5.      116.2      0.802        10.F052400900318 
      6.179      6.263         5.      120.9      0.898        8.8F052400900319 
      6.179      6.263         5.      125.5      0.804        7.8F052400900320 
      6.179      6.263         5.       130.       0.97        7.5F052400900321 
      6.179      6.263         5.      138.9      0.905        7.2F052400900322 
      6.179      6.263         5.      147.4      0.704       15.2F052400900323 
      6.179      6.263         5.      155.8      0.631        7.4F052400900324 
      6.179      6.263        5.5       11.9      16.32        7.2F052400900325 
      6.179      6.263        5.5       17.9      12.64        6.9F052400900326 
      6.179      6.263        5.5       23.8        7.2        7.2F052400900327 
      6.179      6.263        5.5       41.4       6.21        7.4F052400900328 
      6.179      6.263        5.5       47.2       6.01       13.4F052400900329 
      6.179      6.263        5.5       58.6       5.09       13.4F052400900330 
      6.179      6.263        5.5       64.2        4.7        7.4F052400900331 
      6.179      6.263        5.5       69.7       4.39        7.2F052400900332 
      6.179      6.263        5.5       80.6       2.17        6.9F052400900333 
      6.179      6.263        5.5       85.9       1.44        7.3F052400900334 
      6.179      6.263        5.5       91.1       1.18       13.4F052400900335 
      6.179      6.263        5.5      101.3       1.13        8.3F052400900336 
      6.179      6.263        5.5      106.2       1.19        7.4F052400900337 
      6.179      6.263        5.5      111.1      0.913       10.2F052400900338 
      6.179      6.263        5.5      115.9      0.983        7.2F052400900339 
      6.179      6.263        5.5      120.6      0.861        6.6F052400900340 
      6.179      6.263        5.5      125.2      0.883        8.4F052400900341 
      6.179      6.263        5.5      129.7      1.023        7.4F052400900342 
      6.179      6.263        5.5      138.6       1.03       10.4F052400900343 
      6.179      6.263        5.5      147.2       0.62        13.F052400900344 
      6.179      6.263        5.5      151.4        0.5       18.8F052400900345 
      6.179      6.263         6.       11.9       13.1        8.4F052400900346 
      6.179      6.263         6.       17.8       11.3        7.5F052400900347 
      6.179      6.263         6.       23.7       9.18        7.3F052400900348 
      6.179      6.263         6.       41.3       6.06        6.9F052400900349 
      6.179      6.263         6.        47.       5.72        7.2F052400900350 
      6.179      6.263         6.       58.4       5.02        7.4F052400900351 
      6.179      6.263         6.        64.       4.11        8.6F052400900352 
      6.179      6.263         6.       69.5       3.15        7.2F052400900353 
      6.179      6.263         6.       80.3       1.55        7.3F052400900354 
      6.179      6.263         6.       85.6       1.18        7.4F052400900355 
      6.179      6.263         6.       90.8       1.01       13.5F052400900356 
      6.179      6.263         6.       101.       1.09        9.9F052400900357 
      6.179      6.263         6.      110.8      0.895        7.2F052400900358 
      6.179      6.263         6.      115.6      0.752        8.9F052400900359 
      6.179      6.263         6.      120.3      0.654        8.5F052400900360 
      6.179      6.263         6.       125.      0.599        7.4F052400900361 
      6.179      6.263         6.      129.5      0.702        8.8F052400900362 
      6.179      6.263         6.      138.4      0.793       10.5F052400900363 
      6.179      6.263         6.       147.      0.539        7.4F052400900364 
      6.179      6.263         6.      151.3      0.363       14.4F052400900365 
      6.179      6.263         6.      167.8      0.104        7.6F052400900366 
      6.179      6.263        6.5       11.9       13.4        10.F052400900367 
      6.179      6.263        6.5       17.8       10.2        9.2F052400900368 
      6.179      6.263        6.5       23.7       6.72        7.2F052400900369 
      6.179      6.263        6.5       41.2       4.54       14.8F052400900370 
      6.179      6.263        6.5       58.2       4.44        7.4F052400900371 
      6.179      6.263        6.5       63.8       4.06       10.4F052400900372 
      6.179      6.263        6.5       80.1       1.31        7.2F052400900373 
      6.179      6.263        6.5       85.4       1.18        7.5F052400900374 
      6.179      6.263        6.5      100.8       1.13        7.5F052400900375 
      6.179      6.263        6.5      105.7       1.22        7.2F052400900376 
      6.179      6.263        6.5      110.6       0.99        7.4F052400900377 
      6.179      6.263        6.5      120.1      0.832         7.F052400900378 
      6.179      6.263        6.5      138.2      0.988        7.3F052400900379 
      6.179      6.263        6.5      151.2      0.554        7.4F052400900380 
      6.179      6.263        6.5      155.9      0.342       13.8F052400900381 
      6.179      6.263        6.5      167.8      0.103        7.2F052400900382 
      6.179      6.263         7.       11.8       12.8       10.1F052400900383 
      6.179      6.263         7.       17.7       9.61        9.4F052400900384 
      6.179      6.263         7.       23.6       9.04        7.2F052400900385 
      6.179      6.263         7.       35.3       5.91        7.3F052400900386 
      6.179      6.263         7.       41.1       4.35       13.3F052400900387 
      6.179      6.263         7.       46.8       4.09        7.4F052400900388 
      6.179      6.263         7.       63.7       3.65        7.2F052400900389 
      6.179      6.263         7.       69.2        3.2        6.9F052400900390 
      6.179      6.263         7.        80.       1.45        7.9F052400900391 
      6.179      6.263         7.       85.3       1.08        7.4F052400900392 
      6.179      6.263         7.       90.5       1.13         7.F052400900393 
      6.179      6.263         7.      100.6       1.04       12.3F052400900394 
      6.179      6.263         7.      105.6       1.23        7.4F052400900395 
      6.179      6.263         7.      110.5       1.19       10.4F052400900396 
      6.179      6.263         7.      115.3       1.22        9.3F052400900397 
      6.179      6.263         7.       120.        1.1        7.4F052400900398 
      6.179      6.263         7.      138.1       1.11        7.6F052400900399 
      6.179      6.263         7.      146.8      0.723       15.8F052400900400 
      6.179      6.263         7.      151.1      0.652       13.4F052400900401 
      6.179      6.263         7.      155.3      0.472       10.1F052400900402 
      6.179      6.263        7.5       11.8       11.9        8.5F052400900403 
      6.179      6.263        7.5       23.6       7.76        10.F052400900404 
      6.179      6.263        7.5       35.2       6.22        7.4F052400900405 
      6.179      6.263        7.5        41.       5.11        6.9F052400900406 
      6.179      6.263        7.5       46.7       4.69        7.3F052400900407 
      6.179      6.263        7.5        58.       4.05        7.2F052400900408 
      6.179      6.263        7.5       69.1       2.97         7.F052400900409 
      6.179      6.263        7.5       79.8       1.09         7.F052400900410 
      6.179      6.263        7.5       85.1      0.823        7.1F052400900411 
      6.179      6.263        7.5      100.5      0.861       10.4F052400900412 
      6.179      6.263        7.5      105.4      0.818        7.3F052400900413 
      6.179      6.263        7.5      110.3      0.724        7.1F052400900414 
      6.179      6.263        7.5      119.8      0.815        9.9F052400900415 
      6.179      6.263        7.5      124.5      0.718        7.4F052400900416 
      6.179      6.263        7.5      129.1      0.985        7.2F052400900417 
      6.179      6.263        7.5       138.       1.02       13.8F052400900418 
      6.179      6.263        7.5      146.7      0.705        7.4F052400900419 
      6.179      6.263        7.5       151.      0.698         7.F052400900420 
      6.179      6.263        7.5      155.2      0.587        7.3F052400900421 
      6.179      6.263         8.       17.7       9.96       13.3F052400900422 
      6.179      6.263         8.       23.5       7.42        7.2F052400900423 
      6.179      6.263         8.       35.2       3.86        7.3F052400900424 
      6.179      6.263         8.       40.9       4.27       10.1F052400900425 
      6.179      6.263         8.       46.6       4.01        7.1F052400900426 
      6.179      6.263         8.       57.9       3.77        7.3F052400900427 
      6.179      6.263         8.        69.       3.12        7.2F052400900428 
      6.179      6.263         8.       79.7       1.38         7.F052400900429 
      6.179      6.263         8.       90.2      0.982       10.5F052400900430 
      6.179      6.263         8.      100.4      0.953        9.9F052400900431 
      6.179      6.263         8.      105.3      0.939        7.4F052400900432 
      6.179      6.263         8.      110.2      0.843         7.F052400900433 
      6.179      6.263         8.       115.      0.893        7.7F052400900434 
      6.179      6.263         8.      119.7      0.852        7.1F052400900435 
      6.179      6.263         8.      124.4      0.704        7.3F052400900436 
      6.179      6.263         8.       129.      0.808         7.F052400900437 
      6.179      6.263         8.      146.6      0.789        9.6F052400900438 
      6.179      6.263         8.      150.9      0.654        9.3F052400900439 
      6.179      6.263         8.      155.2      0.423        7.4F052400900440 
      6.179      6.263         8.      167.7      0.413        7.2F052400900441 
      6.179      6.263        8.5       17.6       8.91        7.2F052400900442 
      6.179      6.263        8.5       23.5       7.19        6.9F052400900443 
      6.179      6.263        8.5       35.1       3.17        10.F052400900444 
      6.179      6.263        8.5       40.9       3.22        7.4F052400900445 
      6.179      6.263        8.5       46.6       3.29        7.3F052400900446 
      6.179      6.263        8.5       57.8       3.34       11.7F052400900447 
      6.179      6.263        8.5       63.4       2.71        7.3F052400900448 
      6.179      6.263        8.5       68.9       2.11        7.2F052400900449 
      6.179      6.263        8.5       79.6       1.08        7.1F052400900450 
      6.179      6.263        8.5       84.9       1.12        7.7F052400900451 
      6.179      6.263        8.5      100.3      0.863        7.2F052400900452 
      6.179      6.263        8.5      105.2      0.632       10.8F052400900453 
      6.179      6.263        8.5      110.1      0.728       11.4F052400900454 
      6.179      6.263        8.5      114.9      0.763         7.F052400900455 
      6.179      6.263        8.5      119.6      0.841        7.2F052400900456 
      6.179      6.263        8.5      128.9      0.983         7.F052400900457 
      6.179      6.263        8.5      146.6       0.68       11.2F052400900458 
      6.179      6.263        8.5      150.9      0.706        7.4F052400900459 
      6.179      6.263        8.5      155.1      0.403       10.8F052400900460 
      6.179      6.263        8.5      167.6      0.308        7.4F052400900461 
      6.179      6.263         9.       17.6       8.14        7.4F052400900462 
      6.179      6.263         9.       23.5       7.67        8.2F052400900463 
      6.179      6.263         9.       35.1       3.87       10.4F052400900464 
      6.179      6.263         9.       40.8       4.23        7.3F052400900465 
      6.179      6.263         9.       46.5       3.45        7.4F052400900466 
      6.179      6.263         9.       57.8       2.95        7.5F052400900467 
      6.179      6.263         9.       63.3       2.76        7.4F052400900468 
      6.179      6.263         9.       68.8       1.85         7.F052400900469 
      6.179      6.263         9.       79.6      0.913        9.9F052400900470 
      6.179      6.263         9.       84.8      0.795        7.1F052400900471 
      6.179      6.263         9.      100.2      0.746        9.9F052400900472 
      6.179      6.263         9.      105.1      0.833        8.9F052400900473 
      6.179      6.263         9.       110.       0.71       10.8F052400900474 
      6.179      6.263         9.      114.8      0.896        7.4F052400900475 
      6.179      6.263         9.      119.6      0.822        7.8F052400900476 
      6.179      6.263         9.      128.8      0.712       10.8F052400900477 
      6.179      6.263         9.      146.5       0.64       10.1F052400900478 
      6.179      6.263         9.      150.8      0.609       10.2F052400900479 
      6.179      6.263         9.      155.1      0.505        9.3F052400900480 
      6.179      6.263         9.      167.6      0.304        7.6F052400900481 
      6.179      6.263       10.5       23.4       4.73        8.8F052400900482 
      6.179      6.263       10.5        35.       4.24        7.4F052400900483 
      6.179      6.263       10.5       40.7       3.23        7.3F052400900484 
      6.179      6.263       10.5       46.4        2.7         7.F052400900485 
      6.179      6.263       10.5       57.6       2.74        9.8F052400900486 
      6.179      6.263       10.5       63.1        2.3        8.4F052400900487 
      6.179      6.263       10.5       68.6       1.34        7.4F052400900488 
      6.179      6.263       10.5       79.4      0.653        9.9F052400900489 
      6.179      6.263       10.5       84.6      0.678       10.3F052400900490 
      6.179      6.263       10.5       100.      0.684        7.5F052400900491 
      6.179      6.263       10.5      104.9      0.732       10.8F052400900492 
      6.179      6.263       10.5      109.8       0.64         7.F052400900493 
      6.179      6.263       10.5      114.6      0.621        7.1F052400900494 
      6.179      6.263       10.5      119.4      0.699        10.F052400900495 
      6.179      6.263       10.5       124.      0.618        7.4F052400900496 
      6.179      6.263       10.5      150.7       0.54        7.2F052400900497 
      6.179      6.263       10.5      167.6      0.272        9.2F052400900498 
      6.179      6.263        11.       17.6       7.23        8.4F052400900499 
      6.179      6.263        11.       23.4        5.8        8.8F052400900500 
      6.179      6.263        11.       34.9       4.02       10.4F052400900501 
      6.179      6.263        11.       40.7       3.18        7.4F052400900502 
      6.179      6.263        11.       46.4       2.11       10.5F052400900503 
      6.179      6.263        11.       57.6       1.42       10.3F052400900504 
      6.179      6.263        11.       63.1       1.23        7.2F052400900505 
      6.179      6.263        11.       68.6       1.08        9.3F052400900506 
      6.179      6.263        11.       79.3      0.811        8.9F052400900507 
      6.179      6.263        11.       84.6      0.612        7.8F052400900508 
      6.179      6.263        11.       89.8      0.694       10.2F052400900509 
      6.179      6.263        11.       99.9      0.515        7.3F052400900510 
      6.179      6.263        11.      109.8      0.539        7.6F052400900511 
      6.179      6.263        11.      114.6       0.56        7.1F052400900512 
      6.179      6.263        11.      119.3      0.663         7.F052400900513 
      6.179      6.263        11.       124.      0.616        7.3F052400900514 
      6.179      6.263        11.      137.6      0.469        7.5F052400900515 
      6.179      6.263        11.      150.7      0.544        7.4F052400900516 
      6.179      6.263        11.      154.9      0.445        7.8F052400900517 
      6.179      6.263        11.      163.3      0.318        7.4F052400900518 
      6.179      6.263        11.      167.6      0.263       10.5F052400900519 
ENDDATA            513          0                                 F052400900520 
ENDSUBENT          519          0                                 F052400999999 
ENDENTRY             9          0                                 F052499999999 
