ENTRY            14347   20121106                             13871434700000001 
SUBENT        14347001   20121106                             13871434700100001 
BIB                 10         38                                 1434700100002 
TITLE      Measurement of neutron-induced proton-production       1434700100003 
           energy spectra with NE213 scintillator                 1434700100004 
AUTHOR     (T.Kajimoto,N.Shigyo,K.Ishibashi,H.Arakawa,R.C.Haight, 1434700100005 
           N.Fotiades)                                            1434700100006 
INSTITUTE  (2JPNKYU,1USALAS)                                      1434700100007 
REFERENCE  (J,RM,47,596,2012)                                     1434700100008 
FACILITY   (LINAC,1USALAS) Experiment was performed at the        1434700100009 
           4FP15L beam line at the Weapons Neutron Research       1434700100010 
           facility of the Los Alamos Neutron Science Center.     1434700100011 
DETECTOR   (TELES,SCIN,SCIN) Protons emitted from the target      1434700100012 
           were measured with three DE-E detectors. Each DE-E     1434700100013 
           detector was constructed with a 15 15 cm2 and 1.0 cm   1434700100014 
           thick NE102A scintillator and a NE213 scintillator     1434700100015 
           with diameter of 12.7 cm and 12.7 cm thickness.The     1434700100016 
           dE-E detectors were placed at 15, 30, and 60deg        1434700100017 
           with respect to the neutron beam direction.            1434700100018 
           (IOCH) A fission ionization chamber with 238U target   1434700100019 
            was used to determine incident neutron flux.          1434700100020 
METHOD     (TOF) Time of flight method was used to measure        1434700100021 
           incident neutron energy                                1434700100022 
           (EDE) Emitted protons were identified using E-dE method1434700100023 
INC-SOURCE (SPALL) Incident neutrons were produced by a pulsed    1434700100024 
           800 MeV proton beam from a linear accelerator on a     1434700100025 
           thick water-cooled tungsten spallation target (Target- 1434700100026 
           4). Continuous energetic neutrons from Target-4 were   1434700100027 
           delivered at 15deg with respect to the proton beam.    1434700100028 
           An absorber consisting of 10.2 cm thick polyethylene   1434700100029 
           and 3.8 cm thick copper was inserted in the beam just  1434700100030 
           downstream of the shutter to reduce the number of low  1434700100031 
           energy neutrons                                        1434700100032 
ERR-ANALYS (ERR-T) Total uncertainty                              1434700100033 
           (ERR-1) Systematic uncertainty caused by neutrons      1434700100034 
                   from preceding micropulses                     1434700100035 
           (ERR-2) Systematic uncertainty in 238U fission cross   1434700100036 
                   section used for incident neutron flux         1434700100037 
                   determination                                  1434700100038 
           (ERR-3) Systematic uncertainty in detection efficiency 1434700100039 
HISTORY    (20121106C) Compiled by S.H.                           1434700100040 
ENDBIB              38          0                                 1434700100041 
COMMON               3          3                                 1434700100042 
ERR-1      ERR-2      ERR-3                                       1434700100043 
PER-CENT   PER-CENT   PER-CENT                                    1434700100044 
  1.0        10.0       10.0                                      1434700100045 
ENDCOMMON            3          0                                 1434700100046 
ENDSUBENT           45          0                                 1434700199999 
SUBENT        14347002   20121106                             13871434700200001 
BIB                  3          6                                 1434700200002 
REACTION   (6-C-12(N,X)1-H-1,,PY/DA/DE,,AV)                       1434700200003 
STATUS     (TABLE) Data presented in fig. 13,14 sent by           1434700200004 
           author (T.K.) Not all incident neutron energy          1434700200005 
           intervals are shown in fig. 13,14                      1434700200006 
SAMPLE     Graphite sample with density of 1.86g/cm3 and          1434700200007 
           thickness of 0.76 cm.                                  1434700200008 
ENDBIB               6          0                                 1434700200009 
COMMON               1          3                                 1434700200010 
ANG                                                               1434700200011 
ADEG                                                              1434700200012 
15.0                                                              1434700200013 
ENDCOMMON            3          0                                 1434700200014 
DATA                 6        174                                 1434700200015 
EN-MIN     EN-MAX     E-MIN      E-MAX      DATA       ERR-T      1434700200016 
MEV        MEV        MEV        MEV        P/IN/MEVSR P/IN/MEVSR 1434700200017 
      190.0      210.0       80.0       90.0   3.97E-05   4.63E-061434700900115 
      190.0      210.0       90.0      100.0   4.18E-05   4.87E-061434700900116 
      190.0      210.0      100.0      110.0   4.46E-05   5.18E-061434700900117 
      190.0      210.0      110.0      120.0   3.98E-05   4.67E-061434700900118 
      190.0      210.0      120.0      130.0   4.10E-05   4.80E-061434700900119 
      240.0      260.0       40.0       50.0   2.27E-05   3.43E-061434700900120 
      240.0      260.0       50.0       60.0   2.51E-05   3.77E-061434700900121 
      240.0      260.0       60.0       70.0   2.44E-05   3.73E-061434700900122 
      240.0      260.0       70.0       80.0   2.63E-05   3.96E-061434700900123 
      240.0      260.0       80.0       90.0   2.63E-05   3.97E-061434700900124 
      240.0      260.0       90.0      100.0   2.90E-05   4.37E-061434700900125 
      240.0      260.0      100.0      110.0   2.79E-05   4.20E-061434700900126 
      240.0      260.0      110.0      120.0   2.94E-05   4.44E-061434700900127 
      240.0      260.0      120.0      130.0   2.79E-05   4.22E-061434700900128 
      290.0      310.0       40.0       50.0   2.10E-05   3.23E-061434700900129 
      290.0      310.0       50.0       60.0   2.42E-05   3.70E-061434700900130 
      290.0      310.0       60.0       70.0   2.31E-05   3.55E-061434700900131 
      290.0      310.0       70.0       80.0   2.47E-05   3.77E-061434700900132 
      290.0      310.0       80.0       90.0   2.30E-05   3.54E-061434700900133 
      290.0      310.0       90.0      100.0   2.43E-05   3.72E-061434700900134 
      290.0      310.0      100.0      110.0   2.13E-05   3.31E-061434700900135 
      290.0      310.0      110.0      120.0   2.67E-05   4.07E-061434700900136 
      290.0      310.0      120.0      130.0   2.33E-05   3.59E-061434700900137 
      340.0      360.0       40.0       50.0   2.87E-05   4.34E-061434700900138 
      340.0      360.0       50.0       60.0   2.47E-05   3.80E-061434700900139 
      340.0      360.0       60.0       70.0   3.08E-05   4.68E-061434700900140 
      340.0      360.0       70.0       80.0   2.58E-05   3.97E-061434700900141 
      340.0      360.0       80.0       90.0   2.45E-05   3.77E-061434700900142 
      340.0      360.0       90.0      100.0   2.75E-05   4.21E-061434700900143 
      340.0      360.0      100.0      110.0   2.47E-05   3.81E-061434700900144 
      340.0      360.0      110.0      120.0   2.65E-05   4.04E-061434700900145 
      340.0      360.0      120.0      130.0   2.05E-05   3.16E-061434700900146 
      385.0      415.0       40.0       50.0   2.25E-05   3.41E-061434700900147 
      385.0      415.0       50.0       60.0   2.22E-05   3.36E-061434700900148 
      385.0      415.0       60.0       70.0   2.32E-05   3.50E-061434700900149 
      385.0      415.0       70.0       80.0   2.35E-05   3.58E-061434700900150 
      385.0      415.0       80.0       90.0   2.30E-05   3.50E-061434700900151 
      385.0      415.0       90.0      100.0   2.24E-05   3.40E-061434700900152 
      385.0      415.0      100.0      110.0   2.12E-05   3.26E-061434700900153 
      385.0      415.0      110.0      120.0   2.02E-05   3.09E-061434700900154 
      385.0      415.0      120.0      130.0   1.92E-05   2.94E-061434700900155 
      435.0      465.0       40.0       50.0   2.09E-05   3.17E-061434700900156 
      435.0      465.0       50.0       60.0   2.17E-05   3.32E-061434700900157 
      435.0      465.0       60.0       70.0   2.30E-05   3.50E-061434700900158 
      435.0      465.0       70.0       80.0   2.42E-05   3.70E-061434700900159 
      435.0      465.0       80.0       90.0   2.17E-05   3.36E-061434700900160 
      435.0      465.0       90.0      100.0   2.17E-05   3.33E-061434700900161 
      435.0      465.0      100.0      110.0   2.15E-05   3.38E-061434700900162 
      435.0      465.0      110.0      120.0   2.19E-05   3.35E-061434700900163 
      435.0      465.0      120.0      130.0   1.90E-05   2.94E-061434700900164 
      480.0      520.0       40.0       50.0   2.69E-05   4.06E-061434700900165 
      480.0      520.0       50.0       60.0   2.44E-05   3.73E-061434700900166 
      480.0      520.0       60.0       70.0   2.56E-05   3.89E-061434700900167 
      480.0      520.0       70.0       80.0   2.44E-05   3.71E-061434700900168 
      480.0      520.0       80.0       90.0   2.50E-05   3.82E-061434700900169 
      480.0      520.0       90.0      100.0   2.22E-05   3.44E-061434700900170 
      480.0      520.0      100.0      110.0   2.07E-05   3.25E-061434700900171 
      480.0      520.0      110.0      120.0   2.01E-05   3.10E-061434700900172 
      480.0      520.0      120.0      130.0   1.83E-05   2.85E-061434700900173 
      530.0      570.0       40.0       50.0   3.68E-05   5.48E-061434700900174 
      530.0      570.0       50.0       60.0   3.42E-05   5.15E-061434700900175 
      530.0      570.0       60.0       70.0   3.43E-05   5.17E-061434700900176 
      530.0      570.0       70.0       80.0   3.43E-05   5.14E-061434700900177 
      530.0      570.0       80.0       90.0   3.67E-05   5.52E-061434700900178 
      530.0      570.0       90.0      100.0   3.27E-05   4.98E-061434700900179 
      530.0      570.0      100.0      110.0   3.37E-05   5.09E-061434700900180 
      530.0      570.0      110.0      120.0   3.17E-05   4.79E-061434700900181 
      530.0      570.0      120.0      130.0   2.86E-05   4.40E-061434700900182 
      580.0      620.0       40.0       50.0   3.50E-05   5.19E-061434700900183 
      580.0      620.0       50.0       60.0   3.67E-05   5.44E-061434700900184 
      580.0      620.0       60.0       70.0   3.89E-05   5.79E-061434700900185 
      580.0      620.0       70.0       80.0   3.90E-05   5.79E-061434700900186 
      580.0      620.0       80.0       90.0   3.80E-05   5.65E-061434700900187 
      580.0      620.0       90.0      100.0   3.78E-05   5.69E-061434700900188 
      580.0      620.0      100.0      110.0   3.52E-05   5.25E-061434700900189 
      580.0      620.0      110.0      120.0   3.81E-05   5.69E-061434700900190 
      580.0      620.0      120.0      130.0   3.35E-05   5.09E-061434700900191 
      630.0      670.0       40.0       50.0   1.71E-05   2.56E-061434700900192 
      630.0      670.0       50.0       60.0   1.99E-05   2.96E-061434700900193 
      630.0      670.0       60.0       70.0   2.10E-05   3.17E-061434700900194 
      630.0      670.0       70.0       80.0   2.28E-05   3.41E-061434700900195 
      630.0      670.0       80.0       90.0   2.20E-05   3.32E-061434700900196 
      630.0      670.0       90.0      100.0   2.22E-05   3.34E-061434700900197 
      630.0      670.0      100.0      110.0   2.32E-05   3.49E-061434700900198 
      630.0      670.0      110.0      120.0   2.19E-05   3.30E-061434700900199 
      630.0      670.0      120.0      130.0   1.99E-05   3.07E-061434700900200 
ENDDATA            185          0                                 1434700900201 
ENDSUBENT          200          0                                 1434700999999 
SUBENT        14347010   20121106                             13871434701000001 
BIB                  3          6                                 1434701000002 
REACTION   (26-FE-0(N,X)1-H-1,,PY/DA/DE,,AV)                      1434701000003 
STATUS     (TABLE) Data presented in fig. 17, 18 sent by          1434701000004 
           author (T.K.). Not all tabulated incident neutron      1434701000005 
           energies are shown in fig.17, 18.                      1434701000006 
SAMPLE     Iron sample with density of 7.87 g/cm3 and             1434701000007 
           thickness of 1.0 cm.                                   1434701000008 
ENDBIB               6          0                                 1434701000009 
COMMON               1          3                                 1434701000010 
ANG                                                               1434701000011 
ADEG                                                              1434701000012 
60.0                                                              1434701000013 
ENDCOMMON            3          0                                 1434701000014 
DATA                 6        175                                 1434701000015 
EN-MIN     EN-MAX     E-MIN      E-MAX      DATA       ERR-T      1434701000016 
MEV        MEV        MEV        MEV        P/IN/MEVSR P/IN/MEVSR 1434701000017 
       72.5       77.5       40.0       50.0   2.69E-06   7.30E-071434701000018 
       72.5       77.5       50.0       60.0   1.23E-06   6.78E-071434701000019 
       72.5       77.5       60.0       70.0   7.37E-07   7.68E-071434701000020 
       72.5       77.5       70.0       80.0   4.04E-07   2.03E-071434701000021 
       77.5       82.5       40.0       50.0   3.81E-06   8.85E-071434701000022 
       77.5       82.5       50.0       60.0   3.06E-06   7.65E-071434701000023 
       77.5       82.5       60.0       70.0   0.00E+00   0.00E+001434701000024 
       77.5       82.5       70.0       80.0   6.33E-07   4.15E-071434701000025 
       82.5       87.5       40.0       50.0   5.34E-06   9.89E-071434701000026 
       82.5       87.5       50.0       60.0   5.55E-06   1.07E-061434701000027 
       82.5       87.5       60.0       70.0   1.08E-06   6.54E-071434701000028 
       82.5       87.5       70.0       80.0   7.83E-07   6.74E-071434701000029 
       82.5       87.5       80.0       90.0   1.28E-07   1.68E-071434701000030 
       87.5       92.5       40.0       50.0   4.88E-06   1.01E-061434701000031 
       87.5       92.5       50.0       60.0   4.46E-06   1.01E-061434701000032 
       87.5       92.5       60.0       70.0   3.21E-06   8.37E-071434701000033 
       87.5       92.5       70.0       80.0   2.02E-06   9.30E-071434701000034 
       87.5       92.5       80.0       90.0   3.45E-06   7.10E-071434701000035 
       92.5       97.5       40.0       50.0   7.19E-06   1.23E-061434701000036 
       92.5       97.5       50.0       60.0   4.22E-06   9.72E-071434701000037 
       92.5       97.5       60.0       70.0   3.83E-06   8.97E-071434701000038 
       92.5       97.5       70.0       80.0   2.94E-06   7.72E-071434701000039 
       92.5       97.5       80.0       90.0   0.00E+00   0.00E+001434701000040 
       92.5       97.5       90.0      100.0   4.54E-07   2.31E-071434701000041 
       92.5       97.5      100.0      110.0   2.11E-07   1.84E-071434701000042 
       97.5      102.5       40.0       50.0   7.72E-06   1.19E-061434701000043 
       97.5      102.5       50.0       60.0   3.48E-06   7.64E-071434701000044 
       97.5      102.5       60.0       70.0   5.43E-06   9.59E-071434701000045 
       97.5      102.5       70.0       80.0   3.61E-06   8.10E-071434701000046 
       97.5      102.5       80.0       90.0   0.00E+00   0.00E+001434701000047 
       97.5      102.5       90.0      100.0   2.18E-06   5.00E-071434701000048 
      102.5      107.5       40.0       50.0   9.06E-06   1.36E-061434701000049 
      102.5      107.5       50.0       60.0   8.11E-06   1.27E-061434701000050 
      102.5      107.5       60.0       70.0   4.13E-06   8.53E-071434701000051 
      102.5      107.5       70.0       80.0   1.52E-06   6.67E-071434701000052 
      102.5      107.5       80.0       90.0   7.87E-08   5.66E-071434701000053 
      102.5      107.5       90.0      100.0   3.76E-08   6.39E-071434701000054 
      102.5      107.5      100.0      110.0   5.15E-07   2.56E-071434701000055 
      107.5      112.5       40.0       50.0   7.54E-06   1.22E-061434701000056 
      107.5      112.5       50.0       60.0   6.87E-06   1.17E-061434701000057 
      107.5      112.5       60.0       70.0   6.67E-06   1.08E-061434701000058 
      107.5      112.5       70.0       80.0   4.16E-06   8.50E-071434701000059 
      107.5      112.5       80.0       90.0   2.44E-06   6.31E-071434701000060 
      107.5      112.5      100.0      110.0   8.94E-07   3.27E-071434701000061 
      112.5      117.5       40.0       50.0   1.03E-05   1.48E-061434701000062 
      112.5      117.5       50.0       60.0   8.52E-06   1.30E-061434701000063 
      112.5      117.5       60.0       70.0   7.98E-06   1.27E-061434701000064 
      112.5      117.5       70.0       80.0   6.02E-06   1.11E-061434701000065 
      112.5      117.5       80.0       90.0   3.56E-06   8.16E-071434701000066 
      112.5      117.5       90.0      100.0   1.25E-06   6.79E-071434701000067 
      112.5      117.5      100.0      110.0   5.47E-07   6.20E-071434701000068 
      117.5      122.5       40.0       50.0   1.06E-05   1.45E-061434701000069 
      117.5      122.5       50.0       60.0   8.05E-06   1.22E-061434701000070 
      117.5      122.5       60.0       70.0   7.09E-06   1.15E-061434701000071 
      117.5      122.5       70.0       80.0   5.25E-06   9.59E-071434701000072 
      117.5      122.5       80.0       90.0   5.22E-06   9.83E-071434701000073 
      117.5      122.5       90.0      100.0   9.55E-07   5.23E-071434701000074 
      117.5      122.5      100.0      110.0   7.87E-07   7.24E-071434701000075 
      117.5      122.5      110.0      120.0   1.87E-07   2.93E-071434701000076 
      122.5      127.5       40.0       50.0   8.75E-06   1.29E-061434701000077 
      122.5      127.5       50.0       60.0   9.96E-06   1.43E-061434701000078 
      122.5      127.5       60.0       70.0   6.49E-06   1.05E-061434701000079 
      122.5      127.5       70.0       80.0   4.37E-06   8.85E-071434701000080 
      122.5      127.5       80.0       90.0   2.97E-06   8.63E-071434701000081 
      122.5      127.5       90.0      100.0   1.64E-06   6.25E-071434701000082 
      122.5      127.5      100.0      110.0   7.29E-07   5.66E-071434701000083 
      122.5      127.5      110.0      120.0   1.32E-06   5.76E-071434701000084 
      127.5      132.5       40.0       50.0   9.20E-06   1.32E-061434701000085 
      127.5      132.5       50.0       60.0   1.07E-05   1.51E-061434701000086 
      127.5      132.5       60.0       70.0   9.89E-06   1.44E-061434701000087 
      127.5      132.5       70.0       80.0   5.67E-06   9.90E-071434701000088 
      127.5      132.5       80.0       90.0   6.16E-06   1.07E-061434701000089 
      127.5      132.5       90.0      100.0   3.79E-06   8.22E-071434701000090 
      127.5      132.5      100.0      110.0   1.04E-06   5.37E-071434701000091 
      127.5      132.5      110.0      120.0   5.89E-07   6.02E-071434701000092 
      127.5      132.5      120.0      130.0   5.89E-07   3.42E-071434701000093 
      145.0      155.0       40.0       50.0   9.86E-06   1.27E-061434701000094 
      145.0      155.0       50.0       60.0   1.04E-05   1.33E-061434701000095 
      145.0      155.0       60.0       70.0   9.97E-06   1.28E-061434701000096 
      145.0      155.0       70.0       80.0   7.89E-06   1.07E-061434701000097 
      145.0      155.0       80.0       90.0   6.03E-06   8.66E-071434701000098 
      145.0      155.0       90.0      100.0   4.75E-06   7.68E-071434701000099 
      145.0      155.0      100.0      110.0   4.00E-06   6.75E-071434701000100 
      145.0      155.0      110.0      120.0   2.28E-06   4.60E-071434701000101 
      145.0      155.0      120.0      130.0   5.69E-07   3.13E-071434701000102 
      190.0      210.0       40.0       50.0   1.34E-05   1.60E-061434701000103 
      190.0      210.0       50.0       60.0   1.25E-05   1.50E-061434701000104 
      190.0      210.0       60.0       70.0   1.22E-05   1.47E-061434701000105 
      190.0      210.0       70.0       80.0   1.17E-05   1.42E-061434701000106 
      190.0      210.0       80.0       90.0   1.10E-05   1.33E-061434701000107 
      190.0      210.0       90.0      100.0   9.56E-06   1.18E-061434701000108 
      190.0      210.0      100.0      110.0   7.25E-06   9.36E-071434701000109 
      190.0      210.0      110.0      120.0   6.27E-06   8.22E-071434701000110 
      190.0      210.0      120.0      130.0   4.62E-06   6.47E-071434701000111 
      240.0      260.0       40.0       50.0   1.27E-05   1.93E-061434701000112 
      240.0      260.0       50.0       60.0   1.28E-05   1.94E-061434701000113 
      240.0      260.0       60.0       70.0   1.40E-05   2.12E-061434701000114 
      240.0      260.0       70.0       80.0   1.36E-05   2.05E-061434701000115 
      240.0      260.0       80.0       90.0   1.33E-05   2.03E-061434701000116 
      240.0      260.0       90.0      100.0   1.29E-05   1.96E-061434701000117 
      240.0      260.0      100.0      110.0   1.04E-05   1.62E-061434701000118 
      240.0      260.0      110.0      120.0   8.61E-06   1.40E-061434701000119 
      240.0      260.0      120.0      130.0   6.49E-06   1.07E-061434701000120 
      290.0      310.0       40.0       50.0   1.52E-05   2.31E-061434701000121 
      290.0      310.0       50.0       60.0   1.51E-05   2.29E-061434701000122 
      290.0      310.0       60.0       70.0   1.54E-05   2.33E-061434701000123 
      290.0      310.0       70.0       80.0   1.69E-05   2.56E-061434701000124 
      290.0      310.0       80.0       90.0   1.46E-05   2.21E-061434701000125 
      290.0      310.0       90.0      100.0   1.53E-05   2.34E-061434701000126 
      290.0      310.0      100.0      110.0   1.32E-05   2.04E-061434701000127 
      290.0      310.0      110.0      120.0   1.10E-05   1.68E-061434701000128 
      290.0      310.0      120.0      130.0   1.05E-05   1.63E-061434701000129 
      340.0      360.0       40.0       50.0   1.84E-05   2.80E-061434701000130 
      340.0      360.0       50.0       60.0   1.89E-05   2.84E-061434701000131 
      340.0      360.0       60.0       70.0   1.86E-05   2.79E-061434701000132 
      340.0      360.0       70.0       80.0   2.06E-05   3.07E-061434701000133 
      340.0      360.0       80.0       90.0   1.83E-05   2.73E-061434701000134 
      340.0      360.0       90.0      100.0   1.74E-05   2.62E-061434701000135 
      340.0      360.0      100.0      110.0   1.61E-05   2.46E-061434701000136 
      340.0      360.0      110.0      120.0   1.48E-05   2.29E-061434701000137 
      340.0      360.0      120.0      130.0   1.24E-05   1.95E-061434701000138 
      385.0      415.0       40.0       50.0   1.68E-05   2.52E-061434701000139 
      385.0      415.0       50.0       60.0   1.58E-05   2.38E-061434701000140 
      385.0      415.0       60.0       70.0   1.67E-05   2.48E-061434701000141 
      385.0      415.0       70.0       80.0   1.80E-05   2.69E-061434701000142 
      385.0      415.0       80.0       90.0   1.89E-05   2.81E-061434701000143 
      385.0      415.0       90.0      100.0   1.58E-05   2.38E-061434701000144 
      385.0      415.0      100.0      110.0   1.69E-05   2.54E-061434701000145 
      385.0      415.0      110.0      120.0   1.39E-05   2.09E-061434701000146 
      385.0      415.0      120.0      130.0   1.25E-05   1.92E-061434701000147 
      435.0      465.0       40.0       50.0   1.54E-05   2.32E-061434701000148 
      435.0      465.0       50.0       60.0   1.62E-05   2.42E-061434701000149 
      435.0      465.0       60.0       70.0   1.52E-05   2.33E-061434701000150 
      435.0      465.0       70.0       80.0   1.65E-05   2.50E-061434701000151 
      435.0      465.0       80.0       90.0   1.66E-05   2.50E-061434701000152 
      435.0      465.0       90.0      100.0   1.57E-05   2.36E-061434701000153 
      435.0      465.0      100.0      110.0   1.51E-05   2.29E-061434701000154 
      435.0      465.0      110.0      120.0   1.35E-05   2.07E-061434701000155 
      435.0      465.0      120.0      130.0   1.20E-05   1.86E-061434701000156 
      480.0      520.0       40.0       50.0   2.01E-05   2.99E-061434701000157 
      480.0      520.0       50.0       60.0   1.72E-05   2.58E-061434701000158 
      480.0      520.0       60.0       70.0   1.90E-05   2.84E-061434701000159 
      480.0      520.0       70.0       80.0   2.05E-05   3.03E-061434701000160 
      480.0      520.0       80.0       90.0   1.88E-05   2.80E-061434701000161 
      480.0      520.0       90.0      100.0   1.72E-05   2.61E-061434701000162 
      480.0      520.0      100.0      110.0   1.67E-05   2.50E-061434701000163 
      480.0      520.0      110.0      120.0   1.54E-05   2.32E-061434701000164 
      480.0      520.0      120.0      130.0   1.29E-05   1.98E-061434701000165 
      530.0      570.0       40.0       50.0   2.79E-05   4.13E-061434701000166 
      530.0      570.0       50.0       60.0   2.49E-05   3.73E-061434701000167 
      530.0      570.0       60.0       70.0   2.63E-05   3.91E-061434701000168 
      530.0      570.0       70.0       80.0   2.74E-05   4.07E-061434701000169 
      530.0      570.0       80.0       90.0   2.68E-05   3.97E-061434701000170 
      530.0      570.0       90.0      100.0   2.76E-05   4.10E-061434701000171 
      530.0      570.0      100.0      110.0   2.32E-05   3.47E-061434701000172 
      530.0      570.0      110.0      120.0   2.23E-05   3.34E-061434701000173 
      530.0      570.0      120.0      130.0   2.02E-05   3.04E-061434701000174 
      580.0      620.0       40.0       50.0   2.65E-05   3.91E-061434701000175 
      580.0      620.0       50.0       60.0   2.88E-05   4.22E-061434701000176 
      580.0      620.0       60.0       70.0   2.99E-05   4.38E-061434701000177 
      580.0      620.0       70.0       80.0   3.20E-05   4.69E-061434701000178 
      580.0      620.0       80.0       90.0   3.22E-05   4.70E-061434701000179 
      580.0      620.0       90.0      100.0   3.02E-05   4.45E-061434701000180 
      580.0      620.0      100.0      110.0   2.96E-05   4.40E-061434701000181 
      580.0      620.0      110.0      120.0   2.62E-05   3.89E-061434701000182 
      580.0      620.0      120.0      130.0   2.37E-05   3.51E-061434701000183 
      630.0      670.0       40.0       50.0   1.39E-05   2.08E-061434701000184 
      630.0      670.0       50.0       60.0   1.54E-05   2.27E-061434701000185 
      630.0      670.0       60.0       70.0   1.61E-05   2.41E-061434701000186 
      630.0      670.0       70.0       80.0   1.71E-05   2.54E-061434701000187 
      630.0      670.0       80.0       90.0   1.84E-05   2.73E-061434701000188 
      630.0      670.0       90.0      100.0   1.59E-05   2.38E-061434701000189 
      630.0      670.0      100.0      110.0   1.69E-05   2.54E-061434701000190 
      630.0      670.0      110.0      120.0   1.59E-05   2.38E-061434701000191 
      630.0      670.0      120.0      130.0   1.45E-05   2.18E-061434701000192 
ENDDATA            177          0                                 1434701000193 
ENDSUBENT          192          0                                 1434701099999 
SUBENT        14347011   20121106                             13871434701100001 
BIB                  4         10                                 1434701100002 
REACTION   (6-C-12(N,X)1-H-1,PAR,PY/DA,,AV)                       1434701100003 
ANALYSIS   (INTED)                                                1434701100004 
STATUS     (TABLE) Data presented in fig. 19 sent by              1434701100005 
            author (T.K.) Not all incident neutron energy         1434701100006 
           intervals are shown in fig. 13,14                      1434701100007 
           (DEP,14347002)                                         1434701100008 
           (DEP,14347003)                                         1434701100009 
           (DEP,14347004)                                         1434701100010 
SAMPLE     Graphite sample with density of 1.86g/cm3 and          1434701100011 
           thickness of 0.76 cm.                                  1434701100012 
ENDBIB              10          0                                 1434701100013 
COMMON               2          3                                 1434701100014 
E-MIN      E-MAX                                                  1434701100015 
MEV        MEV                                                    1434701100016 
40.0       130.0                                                  1434701100017 
ENDCOMMON            3          0                                 1434701100018 
DATA                 5         96                                 1434701100019 
ANG        EN-MIN     EN-MAX     DATA       ERR-T                 1434701100020 
ADEG       MEV        MEV        PRD/INC/SR PRD/INC/SR            1434701100021 
       15.0       72.5       77.5   1.27E-03   1.06E-04           1434701100022 
       15.0       77.5       82.5   1.49E-03   1.14E-04           1434701100023 
       15.0       82.5       87.5   1.81E-03   1.23E-04           1434701100024 
       15.0       87.5       92.5   2.02E-03   1.30E-04           1434701100025 
       15.0       92.5       97.5   2.28E-03   1.41E-04           1434701100026 
       15.0       97.5      102.5   2.78E-03   1.54E-04           1434701100027 
       15.0      102.5      107.5   2.53E-03   1.46E-04           1434701100028 
       15.0      107.5      112.5   2.43E-03   1.32E-04           1434701100029 
       15.0      112.5      117.5   2.78E-03   1.44E-04           1434701100030 
       15.0      117.5      122.5   2.87E-03   1.43E-04           1434701100031 
       15.0      122.5      127.5   3.03E-03   1.46E-04           1434701100032 
       15.0      127.5      132.5   2.87E-03   1.35E-04           1434701100033 
       15.0      135.0      145.0   2.77E-03   1.22E-04           1434701100034 
       15.0      145.0      155.0   2.43E-03   1.08E-04           1434701100035 
       15.0      155.0      165.0   2.08E-03   9.19E-05           1434701100036 
       15.0      165.0      175.0   1.71E-03   7.70E-05           1434701100037 
       15.0      175.0      185.0   1.62E-03   7.14E-05           1434701100038 
       15.0      185.0      195.0   1.34E-03   6.08E-05           1434701100039 
       15.0      195.0      205.0   1.29E-03   5.58E-05           1434701100040 
       15.0      215.0      235.0   9.59E-04   4.27E-05           1434701100041 
       15.0      240.0      260.0   7.33E-04   4.84E-05           1434701100042 
       15.0      265.0      285.0   7.56E-04   4.87E-05           1434701100043 
       15.0      290.0      310.0   7.39E-04   4.89E-05           1434701100044 
       15.0      315.0      335.0   7.52E-04   4.91E-05           1434701100045 
       15.0      340.0      360.0   6.86E-04   4.80E-05           1434701100046 
       15.0      365.0      385.0   7.10E-04   4.83E-05           1434701100047 
       15.0      385.0      415.0   6.82E-04   4.59E-05           1434701100048 
       15.0      435.0      465.0   7.00E-04   4.77E-05           1434701100049 
       15.0      480.0      520.0   8.16E-04   5.42E-05           1434701100050 
       15.0      530.0      570.0   9.91E-04   6.33E-05           1434701100051 
       15.0      580.0      620.0   1.01E-03   6.14E-05           1434701100052 
       15.0      630.0      670.0   6.62E-04   3.97E-05           1434701100053 
       30.0       72.5       77.5   5.58E-04   4.83E-05           1434701100054 
       30.0       77.5       82.5   6.68E-04   5.21E-05           1434701100055 
       30.0       82.5       87.5   7.31E-04   5.33E-05           1434701100056 
       30.0       87.5       92.5   9.24E-04   6.13E-05           1434701100057 
       30.0       92.5       97.5   1.02E-03   6.53E-05           1434701100058 
       30.0       97.5      102.5   1.22E-03   7.11E-05           1434701100059 
       30.0      102.5      107.5   1.23E-03   6.96E-05           1434701100060 
       30.0      107.5      112.5   1.16E-03   6.46E-05           1434701100061 
       30.0      112.5      117.5   1.42E-03   7.17E-05           1434701100062 
       30.0      117.5      122.5   1.41E-03   7.05E-05           1434701100063 
       30.0      122.5      127.5   1.57E-03   7.43E-05           1434701100064 
       30.0      127.5      132.5   1.45E-03   6.78E-05           1434701100065 
       30.0      135.0      145.0   1.41E-03   6.12E-05           1434701100066 
       30.0      145.0      155.0   1.41E-03   6.01E-05           1434701100067 
       30.0      155.0      165.0   1.33E-03   5.63E-05           1434701100068 
       30.0      165.0      175.0   1.21E-03   5.15E-05           1434701100069 
       30.0      175.0      185.0   1.15E-03   4.83E-05           1434701100070 
       30.0      185.0      195.0   1.04E-03   4.45E-05           1434701100071 
       30.0      195.0      205.0   1.05E-03   4.29E-05           1434701100072 
       30.0      215.0      235.0   8.08E-04   3.35E-05           1434701100073 
       30.0      240.0      260.0   6.41E-04   3.66E-05           1434701100074 
