ENTRY            E1986   20130309                             E074E198600000001 
SUBENT        E1986001   20130309                             E074E198600100001 
BIB                 15         42                                 E198600100002 
TITLE      Measurement of neutron emission spectra in Li(d,xn)    E198600100003 
           reaction with thick and thin targets for 40-MeV        E198600100004 
           deuterons                                              E198600100005 
AUTHOR     (M.Hagiwara, T.Itoga, N.Kawata, N.Hirabayashi, T.Oishi,E198600100006 
            T.Yamauchi, M.Baba, M.Sugimoto, T.Muroga)             E198600100007 
INSTITUTE  (2JPNTOH) Cyclotron and Radioisotope Center            E198600100008 
           (2JPNJAE)                                              E198600100009 
           (2JPNNIF)                                              E198600100010 
REFERENCE  (J,FST,48,(3),1320,200511)                             E198600100011 
PART-DET   (N)                                                    E198600100012 
INC-SOURCE Beam intensity is 0.1 to 20 nA.                        E198600100013 
SAMPLE     - Target is natural.                                   E198600100014 
           - Chemical-form of target is element.                  E198600100015 
           - Physical-form of target is solid.                    E198600100016 
           - Backing-thickness: 30-mm diameter x 21.4-mm          E198600100017 
             thickness (thick target) and 30-mm diameter x        E198600100018 
             0.86-mm thickness (thin target)                      E198600100019 
METHOD     (TOF) Flight path of 11/3.45 m for high/low energy     E198600100020 
                 region                                           E198600100021 
FACILITY   (ISOCY,2JPNTOH) AVF cyclotron at Cyclotron and         E198600100022 
                           Radioisotope Center                    E198600100023 
DETECTOR   Solid angle of detector is less than 0.17 msr.         E198600100024 
           (SCIN) To detect neutrons emitted from targets (NE213) E198600100025 
CORRECTION Correction were performed for the effects of (a)       E198600100026 
           neutron attenuation in target and (b) neutron          E198600100027 
           attenuation in the air and the wall of target chamber. E198600100028 
ERR-ANALYS (ERR-1) Uncertainty of detector efficiency with the    E198600100029 
                   SCINFUL-R code                                 E198600100030 
           (ERR-2,,10.) Maximum uncertainty of attenuation in     E198600100031 
                        target (larger at backward angles and     E198600100032 
                        ranged up to 20% at low energy (<8 MeV)   E198600100033 
                        and generally several percent for the air E198600100034 
                        and chamber wall.) (<10%)                 E198600100035 
           (ERR-S,,10.) Maximum statistical uncertainty (larger   E198600100036 
                        than 20% at the highest energy (>40 MeV)) E198600100037 
                        (<10%)                                    E198600100038 
ADD-RES    (N-SPC) Neutron energy spectra from thin lithium       E198600100039 
                   target (Fig.10, p1326 in reference)            E198600100040 
STATUS     (APRVD) Proofread by Masayuki Hagiwara (2006.05.31)    E198600100041 
HISTORY    (20060530R) On. Received by e-mail from M.Hagiwara     E198600100042 
           (20060531C) Kc + On                                    E198600100043 
           (20130205A) MA. 004: REL-REF corrected                 E198600100044 
ENDBIB              42          0                                 E198600100045 
COMMON               1          3                                 E198600100046 
ERR-1                                                             E198600100047 
PER-CENT                                                          E198600100048 
 6.                                                               E198600100049 
ENDCOMMON            3          0                                 E198600100050 
ENDSUBENT           49          0                                 E198600199999 
SUBENT        E1986002   20070208                             E042E198600200001 
BIB                  5         13                                 E198600200002 
REL-REF    (A,,M.J.Saltmarsh+,J,NIM,145,81,1977)                  E198600200003 
           Good agreement with the present data on the whole up   E198600200004 
           to 40 MeV, but their data at 0 deg are rather smaller  E198600200005 
           than the present data and a little bit larger at other E198600200006 
           angles except for the data at 45 deg.                  E198600200007 
REACTION   (3-LI-0(D,X)0-NN-1,,TTY/PY/DA/DE)                      E198600200008 
EN-SEC     ANG is polar angle between beam and neutron in         E198600200009 
           laboratory system                                      E198600200010 
           (E,N)                                                  E198600200011 
ADD-RES    (COMP) Monte-Carlo method (Monte Carlo codes McDeLi,   E198600200012 
                  McDeLicious and MCNPX)                          E198600200013 
STATUS     (TABLE) Data (Fig.5, p1324 in reference) received by   E198600200014 
                   e-mail from M.Hagiwara (2006.05.30)            E198600200015 
ENDBIB              13          0                                 E198600200016 
COMMON               2          3                                 E198600200017 
EN         ANG-RSL                                                E198600200018 
MEV        ADEG                                                   E198600200019 
 40.        0.5                                                   E198600200020 
ENDCOMMON            3          0                                 E198600200021 
DATA                 5        769                                 E198600200022 
ANG        E          E-ERR      DATA       ERR-T                 E198600200023 
 45.        4.7         1.197E-01  3.920E+00  4.230E-01           E198600500479 
 45.        4.8         1.235E-01  3.472E+00  3.791E-01           E198600500480 
 45.        4.9         1.273E-01  3.815E+00  4.121E-01           E198600500481 
 45.        5.          1.311E-01  3.153E+00  3.125E-01           E198600500482 
 45.        6.          1.713E-01  3.949E+00  3.851E-01           E198600500483 
 45.        7.          9.243E-02  3.384E+00  3.287E-01           E198600500484 
 45.        8.          1.122E-01  3.709E+00  3.589E-01           E198600500485 
 45.        9.          1.332E-01  3.597E+00  3.468E-01           E198600500486 
 45.        10.         1.553E-01  3.681E+00  3.535E-01           E198600500487 
 45.        11.         1.786E-01  3.682E+00  3.523E-01           E198600500488 
 45.        12.         2.030E-01  3.752E+00  3.580E-01           E198600500489 
 45.        13.         2.284E-01  3.792E+00  3.605E-01           E198600500490 
 45.        14.         2.549E-01  3.757E+00  3.561E-01           E198600500491 
 45.        15.         2.823E-01  3.533E+00  3.337E-01           E198600500492 
 45.        16.         3.107E-01  3.270E+00  3.081E-01           E198600500493 
 45.        17.         3.399E-01  3.059E+00  2.875E-01           E198600500494 
 45.        18.         3.701E-01  2.800E+00  2.625E-01           E198600500495 
 45.        19.         4.012E-01  2.472E+00  2.312E-01           E198600500496 
 45.        20.         4.331E-01  2.189E+00  2.042E-01           E198600500497 
 45.        21.         4.658E-01  1.897E+00  1.765E-01           E198600500498 
 45.        22.         4.994E-01  1.629E+00  1.513E-01           E198600500499 
 45.        23.         5.338E-01  1.347E+00  1.249E-01           E198600500500 
 45.        24.         5.689E-01  1.118E+00  1.035E-01           E198600500501 
 45.        25.         6.049E-01  9.816E-01  9.073E-02           E198600500502 
 45.        26.         6.416E-01  8.172E-01  7.547E-02           E198600500503 
 45.        27.         6.790E-01  7.014E-01  6.472E-02           E198600500504 
 45.        28.         7.172E-01  6.208E-01  5.724E-02           E198600500505 
 45.        29.         7.562E-01  5.457E-01  5.029E-02           E198600500506 
 45.        30.         7.958E-01  4.355E-01  4.020E-02           E198600500507 
 45.        31.         8.362E-01  3.592E-01  3.320E-02           E198600500508 
 45.        32.         8.772E-01  3.091E-01  2.862E-02           E198600500509 
 45.        33.         9.190E-01  1.758E-01  1.655E-02           E198600500510 
 45.        34.         9.614E-01  9.369E-02  9.144E-03           E198600500511 
 45.        35.         1.005E+00  1.054E-01  1.018E-02           E198600500512 
 45.        36.         1.048E+00  1.311E-01  1.247E-02           E198600500513 
 45.        37.         1.093E+00  1.389E-01  1.315E-02           E198600500514 
 45.        38.         1.138E+00  1.341E-01  1.271E-02           E198600500515 
 45.        39.         1.184E+00  1.182E-01  1.128E-02           E198600500516 
 45.        40.         1.230E+00  1.104E-01  1.058E-02           E198600500517 
 45.        41.         1.277E+00  1.141E-01  1.090E-02           E198600500518 
 45.        42.         1.325E+00  1.244E-01  1.181E-02           E198600500519 
 45.        43.         1.373E+00  1.598E-01  1.493E-02           E198600500520 
 45.        44.         1.422E+00  2.322E-01  2.132E-02           E198600500521 
 45.        45.         1.472E+00  2.572E-01  2.351E-02           E198600500522 
 45.        46.         1.522E+00  2.537E-01  2.317E-02           E198600500523 
 45.        47.         1.573E+00  2.101E-01  1.932E-02           E198600500524 
 45.        48.         1.624E+00  1.521E-01  1.419E-02           E198600500525 
 45.        49.         1.676E+00  8.347E-02  8.150E-03           E198600500526 
 45.        50.         1.729E+00  4.860E-02  5.078E-03           E198600500527 
 60.        1.1         1.341E-02  9.222E+00  1.341E+00           E198600500528 
 60.        1.1         1.526E-02  8.405E+00  1.291E+00           E198600500529 
 60.        1.2         1.719E-02  7.953E+00  1.295E+00           E198600500530 
 60.        1.3         1.918E-02  7.301E+00  1.279E+00           E198600500531 
 60.        1.4         2.125E-02  6.798E+00  1.125E+00           E198600500532 
 60.        1.5         2.338E-02  6.664E+00  1.070E+00           E198600500533 
 60.        1.6         2.558E-02  6.406E+00  9.882E-01           E198600500534 
 60.        1.7         2.784E-02  6.299E+00  9.512E-01           E198600500535 
 60.        1.8         3.017E-02  5.893E+00  8.748E-01           E198600500536 
 60.        1.9         3.255E-02  6.048E+00  8.790E-01           E198600500537 
 60.        2.          3.499E-02  5.653E+00  8.102E-01           E198600500538 
 60.        2.1         3.750E-02  5.576E+00  7.895E-01           E198600500539 
 60.        2.2         4.005E-02  5.228E+00  7.295E-01           E198600500540 
 60.        2.3         4.267E-02  4.902E+00  6.741E-01           E198600500541 
 60.        2.4         4.533E-02  5.192E+00  7.027E-01           E198600500542 
 60.        2.5         4.805E-02  5.157E+00  6.892E-01           E198600500543 
 60.        2.6         5.082E-02  4.837E+00  6.400E-01           E198600500544 
 60.        2.7         5.365E-02  4.918E+00  6.431E-01           E198600500545 
 60.        2.8         5.652E-02  4.652E+00  6.041E-01           E198600500546 
 60.        2.9         5.944E-02  4.752E+00  6.087E-01           E198600500547 
 60.        3.          6.241E-02  4.644E+00  5.885E-01           E198600500548 
 60.        3.1         6.543E-02  4.412E+00  5.549E-01           E198600500549 
 60.        3.2         6.850E-02  4.426E+00  5.517E-01           E198600500550 
 60.        3.3         7.161E-02  4.386E+00  5.420E-01           E198600500551 
 60.        3.4         7.477E-02  4.361E+00  5.347E-01           E198600500552 
 60.        3.5         7.797E-02  4.358E+00  5.297E-01           E198600500553 
 60.        3.6         8.122E-02  4.127E+00  4.993E-01           E198600500554 
 60.        3.7         8.451E-02  4.082E+00  4.907E-01           E198600500555 
 60.        3.8         8.785E-02  3.821E+00  4.580E-01           E198600500556 
 60.        3.9         9.123E-02  4.024E+00  4.775E-01           E198600500557 
 60.        4.          9.465E-02  3.649E+00  4.326E-01           E198600500558 
 60.        4.1         9.811E-02  3.816E+00  4.485E-01           E198600500559 
 60.        4.2         1.016E-01  3.563E+00  4.182E-01           E198600500560 
 60.        4.3         1.052E-01  3.536E+00  4.126E-01           E198600500561 
 60.        4.4         1.087E-01  3.519E+00  4.084E-01           E198600500562 
 60.        4.5         1.124E-01  3.299E+00  3.827E-01           E198600500563 
 60.        4.6         1.160E-01  3.101E+00  3.601E-01           E198600500564 
 60.        4.7         1.197E-01  3.068E+00  3.550E-01           E198600500565 
 60.        4.8         1.235E-01  3.203E+00  3.681E-01           E198600500566 
 60.        4.9         1.273E-01  2.958E+00  3.418E-01           E198600500567 
 60.        5.          1.311E-01  2.527E+00  2.703E-01           E198600500568 
 60.        6.          1.713E-01  2.990E+00  3.153E-01           E198600500569 
 60.        7.          9.243E-02  2.503E+00  2.624E-01           E198600500570 
 60.        8.          1.122E-01  2.622E+00  2.736E-01           E198600500571 
 60.        9.          1.332E-01  2.415E+00  2.509E-01           E198600500572 
 60.        10.         1.553E-01  2.330E+00  2.408E-01           E198600500573 
 60.        11.         1.786E-01  2.146E+00  2.207E-01           E198600500574 
 60.        12.         2.030E-01  2.028E+00  2.078E-01           E198600500575 
 60.        13.         2.284E-01  1.869E+00  1.907E-01           E198600500576 
 60.        14.         2.549E-01  1.693E+00  1.721E-01           E198600500577 
 60.        15.         2.823E-01  1.490E+00  1.508E-01           E198600500578 
 60.        16.         3.107E-01  1.275E+00  1.287E-01           E198600500579 
 60.        17.         3.399E-01  1.127E+00  1.134E-01           E198600500580 
 60.        18.         3.701E-01  9.573E-01  9.604E-02           E198600500581 
 60.        19.         4.012E-01  8.137E-01  8.145E-02           E198600500582 
 60.        20.         4.331E-01  6.748E-01  6.738E-02           E198600500583 
 60.        21.         4.658E-01  5.692E-01  5.669E-02           E198600500584 
 60.        22.         4.994E-01  4.744E-01  4.719E-02           E198600500585 
 60.        23.         5.338E-01  4.297E-01  4.263E-02           E198600500586 
 60.        24.         5.689E-01  3.365E-01  3.337E-02           E198600500587 
 60.        25.         6.049E-01  2.812E-01  2.788E-02           E198600500588 
 60.        26.         6.416E-01  2.679E-01  2.649E-02           E198600500589 
 60.        27.         6.790E-01  2.113E-01  2.095E-02           E198600500590 
 60.        28.         7.172E-01  1.580E-01  1.574E-02           E198600500591 
 60.        29.         7.562E-01  1.312E-01  1.312E-02           E198600500592 
 60.        30.         7.958E-01  8.990E-02  9.129E-03           E198600500593 
 60.        31.         8.362E-01  5.552E-02  5.817E-03           E198600500594 
 60.        32.         8.772E-01  7.127E-02  7.308E-03           E198600500595 
 60.        33.         9.190E-01  8.393E-02  8.494E-03           E198600500596 
 60.        34.         9.614E-01  9.037E-02  9.090E-03           E198600500597 
 60.        35.         1.005E+00  7.977E-02  8.063E-03           E198600500598 
 60.        36.         1.048E+00  6.714E-02  6.858E-03           E198600500599 
 60.        37.         1.093E+00  5.662E-02  5.854E-03           E198600500600 
 60.        38.         1.138E+00  4.807E-02  5.038E-03           E198600500601 
 60.        39.         1.184E+00  4.903E-02  5.125E-03           E198600500602 
 60.        40.         1.230E+00  6.058E-02  6.201E-03           E198600500603 
 60.        41.         1.277E+00  8.814E-02  8.771E-03           E198600500604 
 60.        42.         1.325E+00  1.004E-01  9.901E-03           E198600500605 
 60.        43.         1.373E+00  9.519E-02  9.402E-03           E198600500606 
 60.        44.         1.422E+00  6.343E-02  6.442E-03           E198600500607 
 60.        45.         1.472E+00  3.588E-02  3.877E-03           E198600500608 
 60.        46.         1.522E+00  1.682E-02  2.088E-03           E198600500609 
 60.        47.         1.573E+00  9.869E-03  1.426E-03           E198600500610 
 90.        1.1         1.341E-02  6.001E+00  5.505E-01           E198600500611 
 90.        1.1         1.526E-02  5.687E+00  5.266E-01           E198600500612 
 90.        1.2         1.719E-02  5.224E+00  4.907E-01           E198600500613 
 90.        1.3         1.918E-02  4.827E+00  4.623E-01           E198600500614 
 90.        1.4         2.125E-02  4.778E+00  4.501E-01           E198600500615 
 90.        1.5         2.338E-02  4.564E+00  4.269E-01           E198600500616 
 90.        1.6         2.558E-02  4.284E+00  3.973E-01           E198600500617 
 90.        1.7         2.784E-02  4.081E+00  3.770E-01           E198600500618 
 90.        1.8         3.017E-02  4.130E+00  3.791E-01           E198600500619 
 90.        1.9         3.255E-02  3.971E+00  3.630E-01           E198600500620 
 90.        2.          3.499E-02  3.636E+00  3.322E-01           E198600500621 
 90.        2.1         3.750E-02  3.680E+00  3.348E-01           E198600500622 
 90.        2.2         4.005E-02  3.488E+00  3.168E-01           E198600500623 
 90.        2.3         4.267E-02  3.333E+00  3.020E-01           E198600500624 
 90.        2.4         4.533E-02  3.392E+00  3.060E-01           E198600500625 
 90.        2.5         4.805E-02  3.263E+00  2.940E-01           E198600500626 
 90.        2.6         5.082E-02  3.309E+00  2.970E-01           E198600500627 
 90.        2.7         5.365E-02  3.198E+00  2.867E-01           E198600500628 
 90.        2.8         5.652E-02  3.058E+00  2.742E-01           E198600500629 
 90.        2.9         5.944E-02  2.980E+00  2.670E-01           E198600500630 
 90.        3.          6.241E-02  2.935E+00  2.621E-01           E198600500631 
 90.        3.1         6.543E-02  2.901E+00  2.588E-01           E198600500632 
 90.        3.2         6.850E-02  2.881E+00  2.567E-01           E198600500633 
 90.        3.3         7.161E-02  2.782E+00  2.479E-01           E198600500634 
 90.        3.4         7.477E-02  2.746E+00  2.445E-01           E198600500635 
 90.        3.5         7.797E-02  2.497E+00  2.233E-01           E198600500636 
 90.        3.6         8.122E-02  2.529E+00  2.255E-01           E198600500637 
 90.        3.7         8.451E-02  2.343E+00  2.098E-01           E198600500638 
 90.        3.8         8.785E-02  2.440E+00  2.175E-01           E198600500639 
 90.        3.9         9.123E-02  2.268E+00  2.030E-01           E198600500640 
 90.        4.          9.465E-02  2.214E+00  1.981E-01           E198600500641 
 90.        4.1         9.811E-02  2.178E+00  1.949E-01           E198600500642 
 90.        4.2         1.016E-01  2.001E+00  1.803E-01           E198600500643 
 90.        4.3         1.052E-01  2.060E+00  1.848E-01           E198600500644 
 90.        4.4         1.087E-01  2.019E+00  1.812E-01           E198600500645 
 90.        4.5         1.124E-01  1.920E+00  1.729E-01           E198600500646 
 90.        4.6         1.160E-01  1.801E+00  1.633E-01           E198600500647 
 90.        4.7         1.197E-01  1.784E+00  1.621E-01           E198600500648 
 90.        4.8         1.235E-01  1.701E+00  1.557E-01           E198600500649 
 90.        4.9         1.273E-01  1.768E+00  1.614E-01           E198600500650 
 90.        5.          1.311E-01  1.376E+00  1.156E-01           E198600500651 
 90.        6.          1.713E-01  1.463E+00  1.216E-01           E198600500652 
 90.        7.          9.243E-02  1.179E+00  9.792E-02           E198600500653 
 90.        8.          1.122E-01  1.207E+00  1.002E-01           E198600500654 
 90.        9.          1.332E-01  1.042E+00  8.644E-02           E198600500655 
 90.        10.         1.553E-01  9.622E-01  7.982E-02           E198600500656 
 90.        11.         1.786E-01  8.040E-01  6.672E-02           E198600500657 
 90.        12.         2.030E-01  6.994E-01  5.810E-02           E198600500658 
 90.        13.         2.284E-01  6.043E-01  5.026E-02           E198600500659 
 90.        14.         2.549E-01  5.049E-01  4.208E-02           E198600500660 
 90.        15.         2.823E-01  3.961E-01  3.315E-02           E198600500661 
 90.        16.         3.107E-01  3.075E-01  2.588E-02           E198600500662 
 90.        17.         3.399E-01  2.432E-01  2.063E-02           E198600500663 
 90.        18.         3.701E-01  2.050E-01  1.750E-02           E198600500664 
 90.        19.         4.012E-01  1.717E-01  1.478E-02           E198600500665 
 90.        20.         4.331E-01  1.549E-01  1.340E-02           E198600500666 
 90.        21.         4.658E-01  1.512E-01  1.310E-02           E198600500667 
 90.        22.         4.994E-01  1.337E-01  1.165E-02           E198600500668 
 90.        23.         5.338E-01  9.234E-02  8.261E-03           E198600500669 
 90.        24.         5.689E-01  7.369E-02  6.723E-03           E198600500670 
 90.        25.         6.049E-01  4.918E-02  4.701E-03           E198600500671 
 90.        26.         6.416E-01  3.986E-02  3.929E-03           E198600500672 
 90.        27.         6.790E-01  4.464E-02  4.320E-03           E198600500673 
 90.        28.         7.172E-01  4.728E-02  4.534E-03           E198600500674 
 90.        29.         7.562E-01  4.515E-02  4.355E-03           E198600500675 
 90.        30.         7.958E-01  3.358E-02  3.406E-03           E198600500676 
 90.        31.         8.362E-01  2.650E-02  2.823E-03           E198600500677 
 90.        32.         8.772E-01  1.837E-02  2.143E-03           E198600500678 
 90.        33.         9.190E-01  2.144E-02  2.400E-03           E198600500679 
 90.        34.         9.614E-01  2.219E-02  2.468E-03           E198600500680 
 90.        35.         1.005E+00  2.819E-02  2.967E-03           E198600500681 
 90.        36.         1.048E+00  2.958E-02  3.089E-03           E198600500682 
 90.        37.         1.093E+00  2.607E-02  2.802E-03           E198600500683 
 90.        38.         1.138E+00  1.562E-02  1.923E-03           E198600500684 
 90.        39.         1.184E+00  9.297E-03  1.371E-03           E198600500685 
 90.        40.         1.230E+00  5.632E-03  1.031E-03           E198600500686 
 110.       1.1         1.341E-02  7.768E+00  1.341E+00           E198600500687 
 110.       1.1         1.526E-02  6.996E+00  1.290E+00           E198600500688 
 110.       1.2         1.719E-02  6.469E+00  1.278E+00           E198600500689 
 110.       1.3         1.918E-02  6.010E+00  1.290E+00           E198600500690 
 110.       1.4         2.125E-02  5.901E+00  1.185E+00           E198600500691 
 110.       1.5         2.338E-02  5.461E+00  1.061E+00           E198600500692 
 110.       1.6         2.558E-02  5.180E+00  9.600E-01           E198600500693 
 110.       1.7         2.784E-02  5.083E+00  9.189E-01           E198600500694 
 110.       1.8         3.017E-02  4.842E+00  8.568E-01           E198600500695 
 110.       1.9         3.255E-02  4.605E+00  7.966E-01           E198600500696 
 110.       2.          3.499E-02  4.586E+00  7.785E-01           E198600500697 
 110.       2.1         3.750E-02  4.458E+00  7.459E-01           E198600500698 
 110.       2.2         4.005E-02  4.244E+00  6.967E-01           E198600500699 
 110.       2.3         4.267E-02  3.857E+00  6.221E-01           E198600500700 
 110.       2.4         4.533E-02  4.109E+00  6.507E-01           E198600500701 
 110.       2.5         4.805E-02  4.012E+00  6.259E-01           E198600500702 
 110.       2.6         5.082E-02  3.775E+00  5.811E-01           E198600500703 
 110.       2.7         5.365E-02  3.768E+00  5.721E-01           E198600500704 
 110.       2.8         5.652E-02  3.631E+00  5.458E-01           E198600500705 
 110.       2.9         5.944E-02  3.618E+00  5.351E-01           E198600500706 
 110.       3.          6.241E-02  3.363E+00  4.919E-01           E198600500707 
 110.       3.1         6.543E-02  3.326E+00  4.804E-01           E198600500708 
 110.       3.2         6.850E-02  3.196E+00  4.573E-01           E198600500709 
 110.       3.3         7.161E-02  3.138E+00  4.443E-01           E198600500710 
 110.       3.4         7.477E-02  3.039E+00  4.265E-01           E198600500711 
 110.       3.5         7.797E-02  2.965E+00  4.121E-01           E198600500712 
 110.       3.6         8.122E-02  2.866E+00  3.952E-01           E198600500713 
 110.       3.7         8.451E-02  2.654E+00  3.642E-01           E198600500714 
 110.       3.8         8.785E-02  2.750E+00  3.734E-01           E198600500715 
 110.       3.9         9.123E-02  2.539E+00  3.433E-01           E198600500716 
 110.       4.          9.465E-02  2.574E+00  3.446E-01           E198600500717 
 110.       4.1         9.811E-02  2.465E+00  3.286E-01           E198600500718 
 110.       4.2         1.016E-01  2.377E+00  3.152E-01           E198600500719 
 110.       4.3         1.052E-01  2.272E+00  2.998E-01           E198600500720 
 110.       4.4         1.087E-01  2.226E+00  2.920E-01           E198600500721 
 110.       4.5         1.124E-01  2.276E+00  2.960E-01           E198600500722 
 110.       4.6         1.160E-01  2.224E+00  2.881E-01           E198600500723 
 110.       4.7         1.197E-01  2.206E+00  2.842E-01           E198600500724 
 110.       4.8         1.235E-01  2.082E+00  2.683E-01           E198600500725 
 110.       4.9         1.273E-01  1.987E+00  2.563E-01           E198600500726 
 110.       5.          1.311E-01  1.590E+00  1.904E-01           E198600500727 
 110.       6.          1.713E-01  1.745E+00  2.059E-01           E198600500728 
 110.       7.          9.243E-02  1.393E+00  1.632E-01           E198600500729 
 110.       8.          1.122E-01  1.295E+00  1.509E-01           E198600500730 
 110.       9.          1.332E-01  1.039E+00  1.205E-01           E198600500731 
 110.       10.         1.553E-01  8.672E-01  1.000E-01           E198600500732 
 110.       11.         1.786E-01  7.017E-01  8.053E-02           E198600500733 
 110.       12.         2.030E-01  5.554E-01  6.361E-02           E198600500734 
 110.       13.         2.284E-01  4.375E-01  4.999E-02           E198600500735 
 110.       14.         2.549E-01  3.142E-01  3.594E-02           E198600500736 
 110.       15.         2.823E-01  2.386E-01  2.735E-02           E198600500737 
 110.       16.         3.107E-01  1.826E-01  2.103E-02           E198600500738 
 110.       17.         3.399E-01  1.559E-01  1.802E-02           E198600500739 
 110.       18.         3.701E-01  1.556E-01  1.793E-02           E198600500740 
 110.       19.         4.012E-01  1.293E-01  1.498E-02           E198600500741 
 110.       20.         4.331E-01  8.026E-02  9.596E-03           E198600500742 
 110.       21.         4.658E-01  6.691E-02  8.106E-03           E198600500743 
 110.       22.         4.994E-01  4.833E-02  6.063E-03           E198600500744 
 110.       23.         5.338E-01  4.989E-02  6.185E-03           E198600500745 
 110.       24.         5.689E-01  5.407E-02  6.592E-03           E198600500746 
 110.       25.         6.049E-01  5.052E-02  6.171E-03           E198600500747 
 110.       26.         6.416E-01  3.493E-02  4.484E-03           E198600500748 
 110.       27.         6.790E-01  2.477E-02  3.388E-03           E198600500749 
 110.       28.         7.172E-01  1.973E-02  2.836E-03           E198600500750 
 110.       29.         7.562E-01  1.465E-02  2.278E-03           E198600500751 
 110.       30.         7.958E-01  1.410E-02  2.213E-03           E198600500752 
 110.       31.         8.362E-01  1.643E-02  2.456E-03           E198600500753 
 110.       32.         8.772E-01  1.628E-02  2.433E-03           E198600500754 
 110.       33.         9.190E-01  1.617E-02  2.412E-03           E198600500755 
 110.       34.         9.614E-01  9.421E-03  1.684E-03           E198600500756 
 110.       35.         1.005E+00  4.948E-03  1.173E-03           E198600500757 
 110.       36.         1.048E+00  4.187E-03  1.084E-03           E198600500758 
ENDDATA            741          0                                 E198600500759 
ENDSUBENT          758          0                                 E198600599999 
ENDENTRY             5          0                                 E198699999999 
