ENTRY            O0532   20010115                             0000O053200000001 
SUBENT        O0532001   20010115                             0000O053200100001 
BIB                 13         33                                 O053200100002 
TITLE      Precompound Emission in the Reaction 65-Cu(P,XN) And   O053200100003 
           The Nucleon-Nucleon Scattering Mechanism.              O053200100004 
AUTHOR     (Y.HOLLER, A.KAMINSKY, R.LANGKAU, W.SCOBEL, M.TRABANDT,O053200100005 
           R.BONETTI)                                             O053200100006 
INSTITUTE  (2GERHAM) 1. Institut Fuer Experimentalphysik,         O053200100007 
           Zyklotron                                              O053200100008 
           (2ITYMIL) Istituto Di Fisica Generale Applicata.       O053200100009 
REFERENCE  (J,NP/A,442,79,1985)                                   O053200100010 
           (W,SCOBEL,19870116) Data Tables For Double DifferentialO053200100011 
           Cross Sections.                                        O053200100012 
REL-REF    (N,,Y.HOLLER+,J,NIM/A,235,123,1985) Hycalc Code to     O053200100013 
           Calculate Detector Efficiency and the Neutron          O053200100014 
           Time-Of-Flight Facility at the Hamburg Isochronus      O053200100015 
           Cyclotron.                                             O053200100016 
SAMPLE     Isotopically Enriched (>99.7%) Metallic 65-Cu Foils of O053200100017 
           13.6 milligramm/cm-sq and 5.0 milligramm/cm-sq.        O053200100018 
FACILITY   (ISOCY,2GERHAM)                                        O053200100019 
METHOD     (EXTB)                                                 O053200100020 
           (TOF)  Flight Paths Between 7 and 8 Meters Lenght.     O053200100021 
           (BCINT)                                                O053200100022 
PART-DET   (N)                                                    O053200100023 
DETECTOR   (SCIN) Liquid Scintillator Ne213.                      O053200100024 
ADD-RES    (COMP) Preequilibrium Model.                           O053200100025 
COMMENT    - By Authors - Neutron Energy Spectra in the C.M.      O053200100026 
           System were Obtained by Application of Detector        O053200100027 
           Efficiencies As Calculated with the Code Hycalc and    O053200100028 
           Kinematic Transformations Assuming Single-Particle     O053200100029 
           Emission.                                              O053200100030 
HISTORY    (19990730C) By F.C.                                    O053200100031 
           (19991117A) Date is Corrected                          O053200100032 
           (20001125A) Subentry O0532002 has Been Corrected       O053200100033 
           According to O.Schwerer'S Remarks.                     O053200100034 
           (20010115U) Last checking has been done.               O053200100035 
ENDBIB              33          0                                 O053200100036 
COMMON               1          3                                 O053200100037 
EN                                                                O053200100038 
MEV                                                               O053200100039 
       26.7                                                       O053200100040 
ENDCOMMON            3          0                                 O053200100041 
ENDSUBENT           40          0                                 O053200199999 
SUBENT        O0532002   20010115                             0000O053200200001 
BIB                  5         18                                 O053200200002 
REACTION   (29-CU-65(P,X)0-NN-1,,DA/DE)                           O053200200003 
EN-SEC     (E-CM,N)                                               O053200200004 
ERR-ANALYS (ERR-S) High Limit of Statistical Error.               O053200200005 
           (ERR-1) Relative Uncertainty Between Neutron Spectra   O053200200006 
           Obtained Under Different Angles Due to Target          O053200200007 
           Inhomogenetieties.                                     O053200200008 
           (ERR-2) Relative Uncertainty Between Neutron Spectra   O053200200009 
           Obtained Under Different Angles Due to TinconsistenciesO053200200010 
           In the Background Treatment.                           O053200200011 
           (ERR-3)  Relative  Uncertainty  Between Neutron SpectraO053200200012 
           Obtained Under Different Angles Due to Incomplete Beam O053200200013 
           Current Integration.                                   O053200200014 
           (ERR-4) The Estimated Error Margin For All Angles and  O053200200015 
           All But the Highest Neutron Energies.                  O053200200016 
           (ERR-T) High Limit of Absolute Uncertainty For Most of O053200200017 
           The Double Differential Cross Section.                 O053200200018 
STATUS     (TABLE) From W. Scobel.                                O053200200019 
MISC-COL   (MISC) Precompound Cross Section                       O053200200020 
ENDBIB              18          0                                 O053200200021 
COMMON               5          3                                 O053200200022 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-T                 O053200200023 
      165.1       17.5     0.0728    0.00601        10.           O053200205235 
      165.1       17.6     0.0711    0.00564        10.           O053200205236 
      165.1       17.7     0.0692    0.00499        10.           O053200205237 
      165.1       17.8     0.0676    0.00472        10.           O053200205238 
      165.1       17.9     0.0659    0.00422        10.           O053200205239 
      165.1        18.      0.064    0.00444        10.           O053200205240 
      165.1       18.1     0.0597    0.00519        10.           O053200205241 
      165.1       18.2     0.0571    0.00524        10.           O053200205242 
      165.1       18.3       0.06    0.00412        10.           O053200205243 
      165.1       18.4     0.0596    0.00403        10.           O053200205244 
      165.1       18.5     0.0558    0.00488        10.           O053200205245 
      165.1       18.6      0.051    0.00514        10.           O053200205246 
      165.1       18.7     0.0514    0.00362        10.           O053200205247 
      165.1       18.8      0.052    0.00347        10.           O053200205248 
      165.1       18.9     0.0519    0.00447        10.           O053200205249 
      165.1        19.     0.0485    0.00502        10.           O053200205250 
      165.1       19.1     0.0404    0.00341        10.           O053200205251 
      165.1       19.2     0.0379    0.00335        10.           O053200205252 
      165.1       19.3     0.0385    0.00445        10.           O053200205253 
      165.1       19.4     0.0423    0.00444        10.           O053200205254 
      165.1       19.5     0.0384    0.00276        10.           O053200205255 
      165.1       19.6     0.0349    0.00295        10.           O053200205256 
      165.1       19.7     0.0319    0.00397        10.           O053200205257 
      165.1       19.8     0.0347    0.00343        10.           O053200205258 
      165.1       19.9      0.036    0.00352        10.           O053200205259 
      165.1        20.     0.0361    0.00327        10.           O053200205260 
      165.1       20.1     0.0344    0.00332        10.           O053200205261 
      165.1       20.2     0.0325    0.00332        10.           O053200205262 
      165.1       20.3     0.0285    0.00425        10.           O053200205263 
      165.1       20.4     0.0305    0.00253        10.           O053200205264 
      165.1       20.5     0.0314    0.00255        10.           O053200205265 
      165.1       20.6     0.0322    0.00411        10.           O053200205266 
      165.1       20.7     0.0282    0.00291        10.           O053200205267 
      165.1       20.8     0.0257     0.0033        10.           O053200205268 
      165.1       20.9     0.0229    0.00295        10.           O053200205269 
      165.1        21.     0.0212    0.00245        10.           O053200205270 
      165.1       21.1     0.0196    0.00359        10.           O053200205271 
      165.1       21.2     0.0219    0.00325        10.           O053200205272 
      165.1       21.3     0.0215    0.00272        10.           O053200205273 
      165.1       21.4     0.0189    0.00283        10.           O053200205274 
      165.1       21.5     0.0149    0.00225        10.           O053200205275 
      165.1       21.6     0.0122    0.00269        10.           O053200205276 
      165.1       21.7     0.0125    0.00269        10.           O053200205277 
      165.1       21.8     0.0124    0.00221        10.           O053200205278 
      165.1       21.9     0.0116    0.00223        10.           O053200205279 
      165.1        22.      0.009    0.00185        10.           O053200205280 
      165.1       22.1    0.00642    0.00214        10.           O053200205281 
      165.1       22.2      0.005    0.00182        10.           O053200205282 
      165.1       22.3    0.00455    0.00161        10.           O053200205283 
      165.1       22.4    0.00461    0.00165        10.           O053200205284 
      165.1       22.5    0.00496    0.00146        10.           O053200205285 
      165.1       22.6    0.00571    0.00188        10.           O053200205286 
      165.1       22.7    0.00436    0.00181        10.           O053200205287 
      165.1       22.8    0.00171    0.00186        10.           O053200205288 
      165.1       22.9    0.00032    0.00175        10.           O053200205289 
      165.1        23.   -0.00005    0.00169        10.           O053200205290 
      165.1       23.1    0.00173    0.00194        10.           O053200205291 
      165.1       23.2    0.00371    0.00209        10.           O053200205292 
      165.1       23.3     0.0051    0.00178        10.           O053200205293 
      165.1       23.4    0.00609    0.00128        10.           O053200205294 
      165.1       23.5    0.00483    0.00149        10.           O053200205295 
      165.1       23.6    0.00327     0.0017        10.           O053200205296 
      165.1       23.7    0.00197    0.00188        10.           O053200205297 
      165.1       23.8    0.00112    0.00212        10.           O053200205298 
      165.1       23.9    0.00273    0.00164        10.           O053200205299 
      165.1        24.    0.00418    0.00138        10.           O053200205300 
      165.1       24.1    0.00382    0.00142        10.           O053200205301 
      165.1       24.2    0.00304    0.00171        10.           O053200205302 
      165.1       24.3    0.00144    0.00164        10.           O053200205303 
      171.1        1.7       15.7        1.7         1.           O053200205304 
      171.1        1.8       14.7       1.05         1.           O053200205305 
      171.1        1.9       14.6      0.826         1.           O053200205306 
      171.1         2.       14.3       0.66         1.           O053200205307 
      171.1        2.1       14.1      0.517         1.           O053200205308 
      171.1        2.2       13.8      0.402         1.           O053200205309 
      171.1        2.3       13.4      0.322         1.           O053200205310 
      171.1        2.4        13.      0.262         1.           O053200205311 
      171.1        2.5       12.6      0.217         1.           O053200205312 
      171.1        2.6       12.2      0.184         1.           O053200205313 
      171.1        2.7       11.7       0.16         1.           O053200205314 
      171.1        2.8       11.3      0.142         1.           O053200205315 
      171.1        2.9       10.9      0.129         1.           O053200205316 
      171.1         3.       10.5      0.115         1.           O053200205317 
      171.1        3.1       10.1      0.105         1.           O053200205318 
      171.1        3.2       9.41     0.0958         1.           O053200205319 
      171.1        3.3       8.98     0.0869         1.           O053200205320 
      171.1        3.4       8.68     0.0824         1.           O053200205321 
      171.1        3.5       8.22     0.0789         1.           O053200205322 
      171.1        3.6       7.85     0.0746         1.           O053200205323 
      171.1        3.7       7.35     0.0685         1.           O053200205324 
      171.1        3.8       6.98     0.0648         1.           O053200205325 
      171.1        3.9       6.68     0.0615         1.           O053200205326 
      171.1         4.       6.27     0.0592         1.           O053200205327 
      171.1        4.1       6.15     0.0573         1.           O053200205328 
      171.1        4.2       5.87     0.0535         1.           O053200205329 
      171.1        4.3       5.57     0.0508         1.           O053200205330 
      171.1        4.4       5.36     0.0498         1.           O053200205331 
      171.1        4.5       5.09     0.0488         1.           O053200205332 
      171.1        4.6       4.82     0.0474         1.           O053200205333 
      171.1        4.7       4.65     0.0457         1.           O053200205334 
      171.1        4.8       4.49     0.0445         1.           O053200205335 
      171.1        4.9       4.28     0.0434         1.           O053200205336 
      171.1         5.       4.11      0.042         1.           O053200205337 
      171.1        5.1       3.93     0.0407         1.           O053200205338 
      171.1        5.2       3.73     0.0395         1.           O053200205339 
      171.1        5.3       3.55     0.0385         1.           O053200205340 
      171.1        5.4       3.36     0.0376         1.           O053200205341 
      171.1        5.5       3.15     0.0358         1.           O053200205342 
      171.1        5.6         3.     0.0341         1.           O053200205343 
      171.1        5.7       2.79     0.0336         1.           O053200205344 
      171.1        5.8       2.66     0.0324         1.           O053200205345 
      171.1        5.9       2.57     0.0331         1.           O053200205346 
      171.1         6.       2.48     0.0312         1.           O053200205347 
      171.1        6.1       2.29     0.0324         4.           O053200205348 
      171.1        6.2       2.22     0.0315         4.           O053200205349 
      171.1        6.3       2.11     0.0288         4.           O053200205350 
      171.1        6.4       2.01     0.0289         4.           O053200205351 
      171.1        6.5       1.91      0.029         4.           O053200205352 
      171.1        6.6       1.77     0.0268         4.           O053200205353 
      171.1        6.7       1.71     0.0263         4.           O053200205354 
      171.1        6.8       1.63     0.0257         4.           O053200205355 
      171.1        6.9       1.57     0.0259         4.           O053200205356 
      171.1         7.        1.5     0.0257         4.           O053200205357 
      171.1        7.1       1.44     0.0251         4.           O053200205358 
      171.1        7.2       1.39     0.0244         4.           O053200205359 
      171.1        7.3       1.32     0.0242         4.           O053200205360 
      171.1        7.4       1.22     0.0239         4.           O053200205361 
      171.1        7.5       1.17     0.0237         4.           O053200205362 
      171.1        7.6       1.16     0.0237         4.           O053200205363 
      171.1        7.7       1.11     0.0232         4.           O053200205364 
      171.1        7.8       1.03     0.0217         4.           O053200205365 
      171.1        7.9      0.975     0.0201         4.           O053200205366 
      171.1         8.      0.932     0.0186         4.           O053200205367 
      171.1        8.1        0.9     0.0182         4.           O053200205368 
      171.1        8.2      0.881     0.0189         4.           O053200205369 
      171.1        8.3      0.832     0.0194         4.           O053200205370 
      171.1        8.4      0.779     0.0195         4.           O053200205371 
      171.1        8.5      0.771     0.0193         4.           O053200205372 
      171.1        8.6      0.767     0.0187         4.           O053200205373 
      171.1        8.7      0.737     0.0182         4.           O053200205374 
      171.1        8.8      0.717     0.0178         4.           O053200205375 
      171.1        8.9      0.672     0.0181         4.           O053200205376 
      171.1         9.       0.66     0.0188         4.           O053200205377 
      171.1        9.1      0.618     0.0161         4.           O053200205378 
      171.1        9.2      0.575     0.0149         4.           O053200205379 
      171.1        9.3      0.562     0.0167         4.           O053200205380 
      171.1        9.4      0.547     0.0173         4.           O053200205381 
      171.1        9.5      0.534     0.0145         4.           O053200205382 
      171.1        9.6      0.501     0.0148         4.           O053200205383 
      171.1        9.7      0.479     0.0151         4.           O053200205384 
      171.1        9.8      0.454     0.0132         4.           O053200205385 
      171.1        9.9      0.422     0.0136         4.           O053200205386 
      171.1        10.      0.401     0.0145         4.           O053200205387 
      171.1       10.1      0.425     0.0125         4.           O053200205388 
      171.1       10.2      0.396     0.0136         4.           O053200205389 
      171.1       10.3      0.392     0.0142         4.           O053200205390 
      171.1       10.4      0.399     0.0135         4.           O053200205391 
      171.1       10.5      0.379     0.0155         4.           O053200205392 
      171.1       10.6      0.356     0.0124         4.           O053200205393 
      171.1       10.7      0.342     0.0132         4.           O053200205394 
      171.1       10.8      0.334     0.0134         4.           O053200205395 
      171.1       10.9      0.324     0.0133         4.           O053200205396 
      171.1        11.      0.313     0.0141         4.           O053200205397 
      171.1       11.1      0.302     0.0115         4.           O053200205398 
      171.1       11.2      0.292     0.0132         4.           O053200205399 
      171.1       11.3      0.307     0.0117         4.           O053200205400 
      171.1       11.4      0.301     0.0122         4.           O053200205401 
      171.1       11.5       0.28     0.0115         4.           O053200205402 
      171.1       11.6      0.261     0.0114         4.           O053200205403 
      171.1       11.7      0.242     0.0107         4.           O053200205404 
      171.1       11.8      0.248     0.0114         4.           O053200205405 
      171.1       11.9      0.252      0.011         4.           O053200205406 
      171.1        12.      0.251     0.0113         4.           O053200205407 
      171.1       12.1       0.24     0.0109         4.           O053200205408 
      171.1       12.2      0.222     0.0109         4.           O053200205409 
      171.1       12.3       0.22      0.011         4.           O053200205410 
      171.1       12.4      0.222     0.0109         4.           O053200205411 
      171.1       12.5      0.222     0.0118         4.           O053200205412 
      171.1       12.6      0.231     0.0106         4.           O053200205413 
      171.1       12.7      0.238     0.0111         4.           O053200205414 
      171.1       12.8      0.226     0.0105         4.           O053200205415 
      171.1       12.9      0.207     0.0098         4.           O053200205416 
      171.1        13.      0.195    0.00983         4.           O053200205417 
      171.1       13.1      0.194    0.00927         4.           O053200205418 
      171.1       13.2      0.182     0.0102         4.           O053200205419 
      171.1       13.3      0.157    0.00862         4.           O053200205420 
      171.1       13.4      0.157     0.0106         4.           O053200205421 
      171.1       13.5      0.179     0.0109         4.           O053200205422 
      171.1       13.6      0.177    0.00852         4.           O053200205423 
      171.1       13.7       0.16    0.00919         4.           O053200205424 
      171.1       13.8      0.146    0.00779         4.           O053200205425 
      171.1       13.9      0.141     0.0104         4.           O053200205426 
      171.1        14.       0.13     0.0101         4.           O053200205427 
      171.1       14.1      0.139    0.00718         4.           O053200205428 
      171.1       14.2      0.144    0.00848         4.           O053200205429 
      171.1       14.3      0.135    0.00734         4.           O053200205430 
      171.1       14.4      0.121    0.00796         4.           O053200205431 
      171.1       14.5      0.132       0.01         4.           O053200205432 
      171.1       14.6      0.141    0.00845         4.           O053200205433 
      171.1       14.7      0.144    0.00983         4.           O053200205434 
      171.1       14.8      0.137     0.0104         4.           O053200205435 
      171.1       14.9       0.12    0.00735         4.           O053200205436 
      171.1        15.      0.128    0.00764         4.           O053200205437 
      171.1       15.1      0.152     0.0091        10.           O053200205438 
      171.1       15.2      0.146    0.00816        10.           O053200205439 
      171.1       15.3      0.123    0.00886        10.           O053200205440 
      171.1       15.4     0.0964    0.00999        10.           O053200205441 
      171.1       15.5     0.0897    0.00904        10.           O053200205442 
      171.1       15.6     0.0889    0.00872        10.           O053200205443 
      171.1       15.7     0.0925    0.00856        10.           O053200205444 
      171.1       15.8        0.1     0.0071        10.           O053200205445 
      171.1       15.9      0.104    0.00655        10.           O053200205446 
      171.1        16.      0.111    0.00749        10.           O053200205447 
      171.1       16.1      0.129    0.00771        10.           O053200205448 
      171.1       16.2      0.146    0.00749        10.           O053200205449 
      171.1       16.3      0.157    0.00983        10.           O053200205450 
      171.1       16.4      0.164      0.011        10.           O053200205451 
      171.1       16.5      0.149    0.00936        10.           O053200205452 
      171.1       16.6      0.114    0.00847        10.           O053200205453 
      171.1       16.7     0.0941     0.0076        10.           O053200205454 
      171.1       16.8     0.0935    0.00595        10.           O053200205455 
      171.1       16.9      0.096    0.00544        10.           O053200205456 
      171.1        17.     0.0935    0.00611        10.           O053200205457 
      171.1       17.1      0.081    0.00646        10.           O053200205458 
      171.1       17.2     0.0709    0.00622        10.           O053200205459 
      171.1       17.3     0.0714    0.00737        10.           O053200205460 
      171.1       17.4      0.073    0.00862        10.           O053200205461 
      171.1       17.5     0.0744    0.00675        10.           O053200205462 
      171.1       17.6     0.0762    0.00523        10.           O053200205463 
      171.1       17.7     0.0793    0.00592        10.           O053200205464 
      171.1       17.8     0.0879    0.00808        10.           O053200205465 
      171.1       17.9     0.0965    0.00914        10.           O053200205466 
      171.1        18.     0.0892     0.0079        10.           O053200205467 
      171.1       18.1      0.084    0.00874        10.           O053200205468 
      171.1       18.2     0.0805     0.0098        10.           O053200205469 
      171.1       18.3     0.0734     0.0118        10.           O053200205470 
      171.1       18.4     0.0568     0.0111        10.           O053200205471 
      171.1       18.5      0.041     0.0121        10.           O053200205472 
      171.1       18.6     0.0232     0.0112        10.           O053200205473 
      171.1       18.7    0.00448     0.0123        10.           O053200205474 
      171.1       18.8    -0.0142     0.0101        10.           O053200205475 
      171.1       18.9    -0.0174    0.00992        10.           O053200205476 
      171.1        19.     0.0164    0.00694        10.           O053200205477 
      171.1       19.1     0.0461    0.00682        10.           O053200205478 
      171.1       19.2     0.0488    0.00567        10.           O053200205479 
      171.1       19.3     0.0505     0.0052        10.           O053200205480 
      171.1       19.4     0.0524    0.00491        10.           O053200205481 
      171.1       19.5     0.0549    0.00711        10.           O053200205482 
      171.1       19.6     0.0556    0.00503        10.           O053200205483 
      171.1       19.7     0.0535    0.00394        10.           O053200205484 
      171.1       19.8     0.0503    0.00531        10.           O053200205485 
      171.1       19.9     0.0348    0.00613        10.           O053200205486 
      171.1        20.     0.0395      0.004        10.           O053200205487 
      171.1       20.1     0.0438    0.00423        10.           O053200205488 
      171.1       20.2     0.0447    0.00493        10.           O053200205489 
      171.1       20.3     0.0383    0.00426        10.           O053200205490 
      171.1       20.4     0.0332    0.00521        10.           O053200205491 
      171.1       20.5     0.0328    0.00489        10.           O053200205492 
      171.1       20.6     0.0334    0.00363        10.           O053200205493 
      171.1       20.7     0.0339    0.00439        10.           O053200205494 
      171.1       20.8     0.0368    0.00532        10.           O053200205495 
      171.1       20.9     0.0338     0.0041        10.           O053200205496 
      171.1        21.     0.0276    0.00409        10.           O053200205497 
      171.1       21.1     0.0243    0.00362        10.           O053200205498 
      171.1       21.2     0.0237    0.00329        10.           O053200205499 
      171.1       21.3     0.0247     0.0045        10.           O053200205500 
      171.1       21.4     0.0257    0.00387        10.           O053200205501 
      171.1       21.5     0.0264    0.00388        10.           O053200205502 
      171.1       21.6     0.0248    0.00372        10.           O053200205503 
      171.1       21.7     0.0224    0.00311        10.           O053200205504 
      171.1       21.8     0.0187    0.00378        10.           O053200205505 
      171.1       21.9     0.0182    0.00357        10.           O053200205506 
      171.1        22.     0.0205    0.00356        10.           O053200205507 
      171.1       22.1     0.0218    0.00342        10.           O053200205508 
      171.1       22.2     0.0222    0.00291        10.           O053200205509 
      171.1       22.3     0.0223    0.00354        10.           O053200205510 
      171.1       22.4     0.0219    0.00361        10.           O053200205511 
      171.1       22.5     0.0205    0.00357        10.           O053200205512 
      171.1       22.6     0.0183    0.00346        10.           O053200205513 
      171.1       22.7     0.0161     0.0029        10.           O053200205514 
      171.1       22.8     0.0132    0.00345        10.           O053200205515 
      171.1       22.9     0.0101      0.004        10.           O053200205516 
      171.1        23.     0.0104    0.00431        10.           O053200205517 
      171.1       23.1     0.0122    0.00383        10.           O053200205518 
      171.1       23.2     0.0129    0.00338        10.           O053200205519 
      171.1       23.3     0.0139    0.00283        10.           O053200205520 
      171.1       23.4     0.0144    0.00295        10.           O053200205521 
      171.1       23.5     0.0147    0.00374        10.           O053200205522 
      171.1       23.6     0.0119    0.00342        10.           O053200205523 
      171.1       23.7    0.00836    0.00403        10.           O053200205524 
      171.1       23.8    0.00587    0.00283        10.           O053200205525 
      171.1       23.9    0.00307    0.00286        10.           O053200205526 
      171.1        24.    0.00039    0.00268        10.           O053200205527 
      171.1       24.1   -0.00062    0.00354        10.           O053200205528 
      171.1       24.2    0.00457    0.00292        10.           O053200205529 
      171.1       24.3    0.00806    0.00365        10.           O053200205530 
       177.        1.6       18.6       2.24         1.           O053200205531 
       177.        1.7       17.4       1.33         1.           O053200205532 
       177.        1.8        17.       1.02         1.           O053200205533 
       177.        1.9       16.3      0.798         1.           O053200205534 
       177.         2.       15.7      0.603         1.           O053200205535 
       177.        2.1       15.2      0.459         1.           O053200205536 
       177.        2.2       14.6      0.357         1.           O053200205537 
       177.        2.3       14.1      0.288         1.           O053200205538 
       177.        2.4       13.5      0.237         1.           O053200205539 
       177.        2.5        13.      0.199         1.           O053200205540 
       177.        2.6       12.4      0.171         1.           O053200205541 
       177.        2.7       11.8      0.149         1.           O053200205542 
       177.        2.8       11.4      0.134         1.           O053200205543 
       177.        2.9        11.      0.121         1.           O053200205544 
       177.         3.       10.5      0.109         1.           O053200205545 
       177.        3.1       9.93     0.0993         1.           O053200205546 
       177.        3.2       9.35     0.0907         1.           O053200205547 
       177.        3.3       9.22     0.0853         1.           O053200205548 
       177.        3.4       8.69     0.0805         1.           O053200205549 
       177.        3.5       8.31      0.076         1.           O053200205550 
       177.        3.6       7.87     0.0711         1.           O053200205551 
       177.        3.7        7.4     0.0664         1.           O053200205552 
       177.        3.8       7.07     0.0637         1.           O053200205553 
       177.        3.9       6.81     0.0615         1.           O053200205554 
       177.         4.       6.49     0.0596         1.           O053200205555 
       177.        4.1       6.23     0.0557         1.           O053200205556 
       177.        4.2        5.9     0.0535         1.           O053200205557 
       177.        4.3       5.61     0.0507         1.           O053200205558 
       177.        4.4       5.42       0.05         1.           O053200205559 
       177.        4.5       5.13     0.0482         1.           O053200205560 
       177.        4.6       4.81     0.0456         1.           O053200205561 
       177.        4.7       4.62     0.0438         1.           O053200205562 
       177.        4.8       4.44     0.0425         1.           O053200205563 
       177.        4.9       4.24     0.0412         1.           O053200205564 
       177.         5.        4.1     0.0405         1.           O053200205565 
       177.        5.1       3.94     0.0396         1.           O053200205566 
       177.        5.2       3.75     0.0386         1.           O053200205567 
       177.        5.3       3.56     0.0382         1.           O053200205568 
       177.        5.4       3.32     0.0365         1.           O053200205569 
       177.        5.5       3.12      0.034         1.           O053200205570 
       177.        5.6       2.99     0.0342         1.           O053200205571 
       177.        5.7       2.86     0.0337         1.           O053200205572 
       177.        5.8       2.71     0.0326         1.           O053200205573 
       177.        5.9       2.57     0.0326         1.           O053200205574 
       177.         6.       2.41     0.0312         1.           O053200205575 
       177.        6.1       2.26     0.0297         4.           O053200205576 
       177.        6.2       2.19     0.0302         4.           O053200205577 
       177.        6.3       2.13     0.0286         4.           O053200205578 
       177.        6.4         2.     0.0281         4.           O053200205579 
       177.        6.5        1.9     0.0282         4.           O053200205580 
       177.        6.6       1.78     0.0264         4.           O053200205581 
       177.        6.7       1.65     0.0256         4.           O053200205582 
       177.        6.8       1.68     0.0262         4.           O053200205583 
       177.        6.9       1.65     0.0259         4.           O053200205584 
       177.         7.       1.51     0.0247         4.           O053200205585 
       177.        7.1       1.47     0.0248         4.           O053200205586 
       177.        7.2       1.43     0.0248         4.           O053200205587 
       177.        7.3       1.34     0.0231         4.           O053200205588 
       177.        7.4       1.28     0.0219         4.           O053200205589 
       177.        7.5       1.23     0.0215         4.           O053200205590 
       177.        7.6       1.19     0.0211         4.           O053200205591 
       177.        7.7       1.12     0.0203         4.           O053200205592 
       177.        7.8       1.03     0.0193         4.           O053200205593 
       177.        7.9      0.997     0.0188         4.           O053200205594 
       177.         8.      0.982      0.019         4.           O053200205595 
       177.        8.1      0.948     0.0198         4.           O053200205596 
       177.        8.2       0.88     0.0201         4.           O053200205597 
       177.        8.3      0.829     0.0198         4.           O053200205598 
       177.        8.4      0.825     0.0196         4.           O053200205599 
       177.        8.5      0.799     0.0182         4.           O053200205600 
       177.        8.6      0.757     0.0172         4.           O053200205601 
       177.        8.7      0.693     0.0173         4.           O053200205602 
       177.        8.8       0.65     0.0177         4.           O053200205603 
       177.        8.9      0.644     0.0177         4.           O053200205604 
       177.         9.      0.632     0.0163         4.           O053200205605 
       177.        9.1      0.605     0.0159         4.           O053200205606 
       177.        9.2      0.568     0.0165         4.           O053200205607 
       177.        9.3      0.552      0.016         4.           O053200205608 
       177.        9.4      0.567     0.0149         4.           O053200205609 
       177.        9.5      0.529     0.0149         4.           O053200205610 
       177.        9.6      0.479     0.0163         4.           O053200205611 
       177.        9.7      0.507      0.016         4.           O053200205612 
       177.        9.8      0.472     0.0145         4.           O053200205613 
       177.        9.9      0.438     0.0168         4.           O053200205614 
       177.        10.      0.437     0.0149         4.           O053200205615 
       177.       10.1      0.404     0.0141         4.           O053200205616 
       177.       10.2      0.413     0.0161         4.           O053200205617 
       177.       10.3      0.416     0.0146         4.           O053200205618 
       177.       10.4       0.37     0.0139         4.           O053200205619 
       177.       10.5      0.372     0.0135         4.           O053200205620 
       177.       10.6      0.383      0.012         4.           O053200205621 
       177.       10.7      0.388     0.0141         4.           O053200205622 
       177.       10.8      0.343     0.0129         4.           O053200205623 
       177.       10.9      0.291      0.013         4.           O053200205624 
       177.        11.      0.299     0.0119         4.           O053200205625 
       177.       11.1      0.322     0.0125         4.           O053200205626 
       177.       11.2      0.307     0.0128         4.           O053200205627 
       177.       11.3      0.282     0.0117         4.           O053200205628 
       177.       11.4      0.271      0.012         4.           O053200205629 
       177.       11.5      0.274     0.0118         4.           O053200205630 
       177.       11.6      0.267     0.0123         4.           O053200205631 
       177.       11.7      0.261     0.0122         4.           O053200205632 
       177.       11.8      0.266     0.0123         4.           O053200205633 
       177.       11.9      0.245     0.0121         4.           O053200205634 
       177.        12.      0.224     0.0118         4.           O053200205635 
       177.       12.1      0.222     0.0117         4.           O053200205636 
       177.       12.2      0.214      0.011         4.           O053200205637 
       177.       12.3       0.22     0.0115         4.           O053200205638 
       177.       12.4       0.22      0.011         4.           O053200205639 
       177.       12.5      0.212     0.0105         4.           O053200205640 
       177.       12.6      0.209     0.0108         4.           O053200205641 
       177.       12.7      0.193    0.00986         4.           O053200205642 
       177.       12.8      0.182     0.0104         4.           O053200205643 
       177.       12.9      0.181    0.00898         4.           O053200205644 
       177.        13.      0.193    0.00995         4.           O053200205645 
       177.       13.1      0.202    0.00963         4.           O053200205646 
       177.       13.2       0.19     0.0109         4.           O053200205647 
       177.       13.3      0.173    0.00985         4.           O053200205648 
       177.       13.4      0.162    0.00891         4.           O053200205649 
       177.       13.5      0.168     0.0111         4.           O053200205650 
       177.       13.6      0.181    0.00885         4.           O053200205651 
       177.       13.7      0.181    0.00937         4.           O053200205652 
       177.       13.8      0.169    0.00868         4.           O053200205653 
       177.       13.9      0.156     0.0082         4.           O053200205654 
       177.        14.      0.164     0.0112         4.           O053200205655 
       177.       14.1      0.147     0.0086         4.           O053200205656 
       177.       14.2      0.137    0.00822         4.           O053200205657 
       177.       14.3      0.137    0.00902         4.           O053200205658 
       177.       14.4      0.134    0.00764         4.           O053200205659 
       177.       14.5      0.126    0.00837         4.           O053200205660 
       177.       14.6      0.122     0.0082         4.           O053200205661 
       177.       14.7      0.122    0.00775         4.           O053200205662 
       177.       14.8      0.128     0.0105         4.           O053200205663 
       177.       14.9      0.133     0.0102         4.           O053200205664 
       177.        15.       0.13    0.00937         4.           O053200205665 
       177.       15.1      0.129     0.0116        10.           O053200205666 
       177.       15.2      0.124     0.0109        10.           O053200205667 
       177.       15.3      0.116    0.00892        10.           O053200205668 
       177.       15.4      0.106    0.00989        10.           O053200205669 
       177.       15.5      0.107    0.00964        10.           O053200205670 
       177.       15.6      0.111    0.00795        10.           O053200205671 
       177.       15.7      0.113     0.0088        10.           O053200205672 
